#{"t_start": 1560205626.0507042, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
231,8056,36.727746
-35,964,40.982904
13,552,43.005034
57,649,45.894125
-7,683,48.64834
184,1122,53.545351
237,7997,87.91891
247,7997,123.924491
-49,1072,128.125632
195,7997,161.122551
72,7997,195.303902
364,8110,228.26229
