#{"t_start": 1560205626.0026133, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
236,7997,36.391521
66,1654,43.44616
478,3210,57.112106
-2,2480,67.814012
161,1299,73.442665
-130,8055,109.558146
236,8110,143.198069
139,336,144.562261
142,540,146.637997
273,8056,181.594453
156,374,183.129213
116,8055,215.853335
120,1579,222.229548
