#{"t_start": 1560205626.0438237, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
203,603,5.506049
62,8055,39.354456
94,7997,73.432379
238,7997,109.236424
267,8056,142.736901
194,7997,177.190768
111,1357,182.910349
50,1945,190.977962
73,7997,223.482283
