#{"t_start": 1560205626.0102217, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
79,7997,36.38379
193,7997,70.494203
154,534,72.934866
38,8055,108.918756
113,7997,142.2563
44,793,145.408775
212,7997,180.04761
49,8055,212.851116
