#{"t_start": 1560205625.9971519, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
67,960,7.088496
258,8056,41.018983
72,1429,46.896354
71,8055,81.213011
206,8056,117.772085
2,1449,123.912526
502,4648,142.592661
198,7997,177.009662
161,1457,183.119367
117,2286,192.714555
132,8055,225.24037
227,169,226.021714
