#{"t_start": 1560205626.069313, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
52,8055,36.70476
437,8055,71.049441
266,7997,106.345038
194,569,109.413915
156,703,112.637771
-92,2217,122.273027
247,7997,154.564471
231,8056,189.16759
71,8055,222.018926
