#{"t_start": 1555632639.1627991, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,819,7.479373
-20.0,842,13.439036
-21.0,761,18.944256
-21.0,823,25.286362
-20.0,911,31.877477
-21.0,847,37.727453
-20.0,1062,45.537038
-21.0,880,51.73191
-20.0,834,57.694781
-21.0,824,63.550007
-20.0,1027,70.771839
-21.0,822,76.503707
-21.0,848,82.629219
-21.0,786,88.318577
-21.0,786,93.79382
-21.0,785,99.458406
-20.0,957,106.321733
-20.0,862,112.315093
-21.0,822,118.257068
-19.0,932,124.905697
-19.0,1035,132.301076
-20.0,881,138.723467
-21.0,780,144.132252
-20.0,914,150.719233
-19.0,1007,157.94122
-20.0,984,165.299723
-21.0,843,171.457268
-21.0,1004,178.770425
-20.0,866,184.849894
-19.0,962,191.826864
-21.0,776,197.693767
-20.0,839,203.879472
-20.0,992,211.263519
-21.0,880,217.588285
-19.0,1171,226.488047
-17.0,1271,236.268881
-21.0,1071,244.501505
-18.0,1210,253.60685
-18.0,1239,262.508015
-21.0,895,269.118083
-19.0,1181,277.611218
-21.0,789,283.525281
-18.0,1115,291.643878
-20.0,840,297.952929
-19.0,1170,306.457857
-18.0,1274,316.020443
-18.0,1190,324.608184
-21.0,1299,334.403268
-17.0,1777,347.274826
-18.0,1639,359.554082
-15.0,1631,371.494269
-15.0,1901,385.459844
-9.0,1956,399.87637
-18.0,1521,411.027519
-15.0,1990,425.674016
-13.0,2108,442.08452
-16.0,1985,457.512675
-19.0,1514,468.895174
-16.0,2098,484.467177
-18.0,2232,500.912095
-18.0,1624,513.379957
-16.0,1877,527.041957
-18.0,1810,540.662667
-17.0,2318,558.092817
-17.0,1966,572.841417
-21.0,1521,584.169696
-19.0,1700,596.800648
-9.0,2728,616.926579
-6.0,3042,640.171306
-12.0,2332,657.41184
-15.0,1971,672.445361
