#{"t_start": 1555632639.205527, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,914,8.146217
-21.0,846,14.065324
-21.0,758,19.752287
-21.0,817,25.861633
-21.0,760,31.40326
-21.0,780,36.81602
-20.0,951,43.677988
-19.0,1053,51.193671
-19.0,1092,58.941507
-20.0,1017,66.100316
-21.0,805,71.833705
-20.0,835,77.827197
-21.0,943,84.57984
-20.0,990,91.641724
-21.0,779,97.053878
-19.0,927,103.661737
-21.0,791,109.450373
-20.0,992,116.557858
-21.0,818,122.227917
-21.0,972,129.168821
-21.0,787,134.974351
-21.0,821,140.688281
-20.0,944,147.48927
-20.0,960,154.362981
-19.0,1055,162.202633
-21.0,902,168.747133
-21.0,966,175.766282
-20.0,837,181.943564
-19.0,948,188.84372
-20.0,1046,196.447907
-20.0,955,203.164064
-21.0,1030,211.074453
-21.0,847,217.191414
-21.0,882,223.757421
-21.0,791,229.921601
-20.0,940,237.051065
-16.0,1470,248.284343
-20.0,983,255.50632
-19.0,1108,263.835951
-20.0,1094,271.738235
-21.0,971,278.847441
-20.0,913,285.641634
-20.0,1155,293.999925
-20.0,1138,302.32639
-20.0,1001,309.702871
-19.0,1064,317.447627
-20.0,1186,326.403185
-16.0,1446,336.825362
-20.0,1331,346.724302
-19.0,1206,355.81144
-19.0,1496,366.806561
-20.0,1500,377.80028
-15.0,1995,392.411448
-11.0,2485,410.345484
-11.0,2211,426.945617
-17.0,1858,441.528581
-12.0,2670,462.068967
-15.0,2296,479.329683
-18.0,1733,492.14807
-16.0,2232,508.562111
-14.0,2645,528.649114
-20.0,1701,541.111153
-16.0,2160,557.021278
-20.0,1937,571.589119
-17.0,2194,588.213653
-8.0,2719,608.43826
-15.0,2404,626.455678
-10.0,2725,646.715282
-4.0,3191,671.150419
