#{"t_start": 1555632639.1694434, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,839,7.645164
-21.0,806,13.284651
-20.0,904,20.000005
-20.0,885,26.597826
-20.0,859,32.806975
-20.0,1036,40.208946
-19.0,1010,47.379921
-21.0,882,53.74345
-21.0,783,59.195925
-20.0,835,65.151433
-20.0,837,71.109462
-20.0,1078,78.693903
-19.0,995,85.827509
-20.0,864,92.055741
-21.0,909,98.327582
-21.0,790,104.019812
-21.0,848,110.175648
-20.0,1014,117.422117
-21.0,909,123.914262
-20.0,1037,131.339514
-21.0,943,138.161678
-21.0,879,144.257089
-20.0,926,150.918146
-19.0,1138,159.042595
-18.0,1105,167.490565
-20.0,945,174.361895
-21.0,936,180.934997
-21.0,787,186.768678
-19.0,1126,194.855705
-21.0,850,201.134869
-21.0,843,207.400608
-20.0,941,214.186957
-21.0,779,220.13814
-18.0,1077,228.076173
-19.0,962,235.685137
-20.0,1102,244.174908
-20.0,1083,252.157811
-21.0,764,257.85482
-17.0,1431,268.361182
-21.0,939,275.272669
-21.0,901,281.603635
-20.0,946,288.56865
-20.0,974,295.72155
-21.0,987,303.071087
-19.0,1055,310.789737
-19.0,1089,319.046546
-17.0,1383,329.008443
-19.0,1406,339.479835
-20.0,1342,349.448668
-17.0,1507,360.544085
-20.0,1216,369.273068
-21.0,1273,378.77265
-18.0,1500,389.767876
-21.0,1512,400.902553
-13.0,2275,417.368066
-21.0,1504,428.685158
-19.0,1750,442.562392
-19.0,2006,458.053172
-14.0,2226,474.605537
-20.0,1497,485.743214
-13.0,2311,503.114955
-17.0,2034,518.289714
-15.0,2267,535.410531
-20.0,1235,544.439259
-20.0,1971,559.129354
-4.0,3164,582.627234
-13.0,2354,600.429075
-9.0,2532,619.308675
-8.0,2435,637.580922
-3.0,2909,659.608786
