#{"t_start": 1555884014.5025997, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
399,8055,51.816037
139,7997,102.875447
150,1652,113.189057
30,8055,163.421376
-266,7997,212.632729
-254,7997,262.172252
189,619,265.895234
-68,7997,315.653795
-211,8055,365.362842
44,474,368.26059
97,1088,375.755339
-234,7997,425.165518
