#{"t_start": 1555884014.377918, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
453,3979,26.919698
-22,595,30.582119
183,8056,81.978228
121,1435,90.897738
-63,8055,140.576957
-25,8055,190.722739
-154,3000,209.218738
-113,7997,258.850281
-85,3056,277.468403
8,7997,327.223202
145,7997,377.348644
-261,7997,426.730185
