#{"t_start": 1555884014.500176, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
97,8055,51.826159
208,7997,102.87132
-148,8055,153.195154
-343,7997,202.496093
-143,3646,224.836571
-35,1152,232.567361
22,1983,244.715896
96,7997,293.613816
59,8055,343.624197
-33,2135,356.874999
-433,7997,407.146417
-40,1922,419.09632
