821,260.0
1602,207.0
1975,244.0
2165,248.0
2391,247.0
2764,247.0
3082,252.0
3547,150.0
4914,161.0
5145,271.0
7134,135.0
13269,722.0
15269,138.0
19557,678.0
22335,899.0
22401,662.0
26640,605.0
26648,722.0
26653,683.0
26843,594.0
26850,583.0
26852,440.0
26856,898.0
26858,724.0
26859,552.0
27026,992.0
28154,1152.0
28710,245.0
29051,722.0
29173,188.0
29624,723.0
29742,760.0
30258,163.0
30407,698.0
30471,250.0
31352,200.0
31805,594.0
34765,173.0
35493,209.0
35610,229.0
36482,143.0
37733,228.0
38532,248.0
39090,195.0
39522,170.0
39593,197.0
41341,716.0
42129,652.0
46001,218.0
46219,898.0
46417,640.0
46929,249.0
48401,148.0
49195,436.0
49437,209.0
53308,722.0
53500,547.0
53503,722.0
53516,594.0
53686,670.0
54814,594.0
55420,162.0
56214,186.0
56284,610.0
57067,723.0
57118,722.0
57131,594.0
59036,289.0
61625,403.0
63364,163.0
65392,421.0
65950,722.0
66253,594.0
66382,594.0
67670,199.0
68610,263.0
69092,135.0
72879,241.0
73789,460.0
75061,725.0
76055,466.0
76097,109.0
76742,209.0
79968,540.0
80346,331.0
80363,350.0
82280,413.0
82874,464.0
83791,282.0
83927,595.0
83978,439.0
85896,550.0
88485,398.0
90024,449.0
93113,344.0
95270,208.0
95752,337.0
95997,203.0
98437,165.0
99539,211.0
100649,498.0
101721,396.0
101770,153.0
102915,526.0
103402,181.0
106628,241.0
107006,252.0
107023,156.0
107199,139.0
108940,152.0
109350,192.0
109734,410.0
110587,218.0
110638,211.0
110649,131.0
110651,337.0
110892,141.0
112556,272.0
115145,115.0
116684,154.0
119183,143.0
119773,210.0
123023,174.0
124094,133.0
124542,170.0
125097,162.0
128381,220.0
128454,208.0
129643,197.0
129775,337.0
130444,163.0
131154,174.0
133288,221.0
133666,595.0
133859,317.0
135454,195.0
135800,378.0
136210,383.0
136341,204.0
137247,257.0
137298,295.0
137309,354.0
137311,386.0
137466,242.0
137552,306.0
139216,289.0
139458,264.0
141296,276.0
141805,209.0
142412,133.0
142566,140.0
146433,215.0
147509,177.0
150206,156.0
151031,250.0
151202,578.0
151757,312.0
153531,234.0
156303,595.0
156435,574.0
156671,190.0
156975,310.0
157104,285.0
159335,166.0
159771,267.0
159948,447.0
160519,297.0
162124,285.0
162314,485.0
162660,694.0
162870,510.0
163001,324.0
163907,467.0
166318,339.0
166904,207.0
167201,319.0
167730,211.0
167956,462.0
168465,636.0
169272,342.0
170545,203.0
172105,225.0
173093,607.0
174169,523.0
174893,159.0
176853,288.0
177066,629.0
178062,434.0
178617,616.0
182766,202.0
183163,555.0
184386,245.0
185995,610.0
186431,463.0
186808,405.0
187379,594.0
189174,604.0
189520,375.0
190283,212.0
190767,347.0
192978,594.0
193564,438.0
194061,429.0
194590,369.0
194816,343.0
195381,214.0
195780,199.0
195932,303.0
196396,202.0
197012,273.0
198765,722.0
199504,164.0
200036,209.0
200829,594.0
201313,252.0
204225,167.0
204922,379.0
205477,445.0
206115,255.0
206422,223.0
209555,282.0
210142,224.0
211246,477.0
211599,898.0
213091,306.0
213468,722.0
214019,186.0
214995,147.0
215834,165.0
216111,180.0
216943,102.0
217427,310.0
219638,226.0
221250,272.0
222041,308.0
222440,448.0
222799,227.0
223363,209.0
223672,243.0
226364,356.0
226696,278.0
227489,265.0
227973,326.0
