#{"t_start": 1555884014.3588622, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
84,7997,51.524261
10,8055,103.005179
-19,575,106.546757
-129,8055,156.917103
-343,7997,206.177884
-105,8055,256.138704
138,8056,306.087448
-167,8055,355.562934
-40,1876,367.299074
-116,7997,417.594383
