#{"t_start": 1555884014.5291367, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
327,5864,38.258636
116,8055,89.786021
17,901,95.349877
-399,7997,144.827286
-245,5968,181.975999
-20,731,186.473068
-374,7997,236.315401
-240,7997,285.210157
77,8055,335.202154
-58,8055,385.747005
