#{"t_start": 1555884014.4948614, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
40,1064,8.980239
229,8056,59.473614
200,7997,109.464608
54,8055,159.783569
-294,7997,208.997386
-276,7997,258.632488
-51,7997,308.258113
-182,8055,357.74483
-177,7997,408.037429
