#{"t_start": 1555826226.8041232, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
49,928,7.403797
98,7997,50.767219
110,7997,94.359853
-242,5401,123.494063
-95,1820,133.630934
-6,1333,140.837538
-13,2159,152.50275
-246,7997,195.590677
-292,7997,238.95692
-247,4921,265.842111
-417,7997,308.953257
-287,7997,352.481587
-319,7997,395.929841
-450,7997,439.026395
-103,5218,467.55235
-397,7997,510.655447
-368,7997,554.223898
-393,7997,597.845612
-278,7997,640.841444
-229,4474,665.579667
-49,1477,673.573807
-300,6594,709.053553
-352,7997,752.743378
-306,7997,796.472363
-276,7997,839.644993
-289,7997,883.39931
-165,8055,927.474266
71,1076,933.296251
-119,4067,955.196301
-235,5605,986.146202
-417,7997,1029.266582
-159,3341,1048.043911
-203,7997,1091.274161
-17,2382,1104.14476
128,8055,1148.391241
-30,7997,1192.389781
206,7997,1235.652135
226,7997,1279.808472
3,619,1283.177715
96,1888,1293.417492
-96,7997,1337.541696
-151,4725,1363.036927
-45,7997,1407.09568
-279,7997,1451.172298
-355,7997,1494.272138
-240,5790,1526.418464
-450,7997,1569.491579
-355,7997,1613.591975
-312,7997,1657.642551
-443,7997,1700.778152
-290,7997,1745.123064
-274,7997,1793.543529
-408,7997,1840.903911
-99,3860,1864.733016
-224,7997,1912.094427
-239,7756,1959.02748
-337,7997,2007.389847
-411,7997,2054.66516
-209,7997,2103.070513
69,8055,2151.843824
-2,7997,2199.199347
227,189,2200.32193
-20,2404,2215.776919
92,8055,2263.400053
68,7997,2311.892429
39,901,2317.217991
0,3894,2340.258817
-264,7997,2388.818178
-206,7997,2437.333663
-256,7997,2484.508908
-378,7997,2533.024766
-340,7826,2580.529134
-430,7997,2627.685645
-376,7997,2676.20154
-286,5987,2712.969317
-60,1957,2724.545075
-189,4576,2751.593757
-348,7997,2800.356867
-291,7997,2847.633104
3,2931,2866.487569
-234,7997,2913.79567
-179,4869,2944.10743
137,7997,2991.437571
-34,4556,3019.922369
-60,8055,3067.609691
162,1638,3078.861363
481,6059,3114.774475
206,8056,3164.267647
-159,8055,3211.903989
23,7997,3260.856429
-87,8055,3310.152406
-203,4488,3336.686525
-136,5567,3371.293596
-295,7997,3418.617169
-39,2091,3430.983621
18,1770,3443.227432
-97,8055,3490.852855
-249,7997,3539.863574
