#{"t_start": 1555826226.6889043, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
31,1062,8.228699
85,7997,51.581497
-36,7997,95.185012
72,665,98.766077
-131,8055,142.508778
-203,7997,185.619298
-299,5995,218.229229
-1,2386,231.108787
-396,7997,274.55356
-411,7997,317.645048
-450,7997,361.163009
-366,7997,404.591599
-353,7541,445.243777
-438,7997,488.751653
-455,7997,532.304739
-376,7997,575.429879
-431,7997,618.99418
-267,7997,662.662072
-329,7997,705.707136
-223,4919,732.813888
-20,954,737.968491
-160,8055,781.394305
-442,7997,825.124274
-86,1969,835.777051
-227,7997,879.555503
-57,8055,923.63467
45,869,928.334679
-340,7178,967.015576
-314,7997,1010.838761
-197,4677,1036.050406
-166,8055,1080.363947
-134,8055,1124.642603
-140,8055,1168.130442
81,7997,1212.177001
43,8055,1256.626245
70,520,1259.484611
-59,8055,1303.070286
-277,7997,1347.175005
-39,2783,1362.189893
-250,7997,1406.231031
-98,2394,1419.128113
-300,7997,1463.215007
-441,7997,1507.258668
-455,7997,1550.383272
-320,7997,1594.463532
-430,7997,1638.489604
-112,4496,1662.747841
-327,7997,1706.921979
-383,7997,1750.712974
-257,7997,1799.118518
-299,7997,1847.490397
-390,7997,1894.803028
-182,3860,1918.696326
-291,7997,1966.015138
-187,4285,1992.460564
-208,7997,2039.760939
-338,7997,2088.17279
-123,4251,2113.286412
-187,8055,2162.090893
51,8055,2210.985994
156,460,2213.723279
-217,7997,2260.991452
-203,7997,2309.480897
-181,7997,2358.02432
-274,7742,2403.812507
-335,7997,2452.321308
-316,7997,2500.791184
-431,7997,2548.020931
-452,7997,2596.519557
-451,7997,2644.980621
-357,7997,2692.157395
-305,7997,2740.837548
-331,7997,2789.570222
-68,1582,2798.940292
-183,7997,2846.22328
93,2276,2861.188244
-74,7997,2908.517952
-8,1170,2915.459612
16,775,2920.029091
-128,2853,2938.445826
-166,8055,2986.111146
-161,8055,3035.315168
88,7997,3084.168153
84,8055,3132.012819
64,8055,3181.420908
-111,2534,3196.399963
234,7997,3245.399744
-50,1923,3256.746657
-216,7997,3305.700727
-67,7997,3352.962073
-117,8055,3402.311206
-133,8055,3451.762836
-93,3038,3469.700233
95,1212,3476.86712
-77,1918,3488.231861
-345,7306,3533.186054
-407,7997,3582.190605
-291,7997,3629.420086
10,1329,3637.293275
-259,7997,3686.35924
-277,7997,3735.491531
-172,8055,3783.087291
-431,7997,3832.232337
-252,7997,3881.404063
-263,6552,3920.134949
-422,7997,3969.388874
-116,8055,4018.994354
-97,3842,4041.703855
-70,8055,4091.355306
-336,7997,4138.612009
-358,7997,4187.953089
-406,7997,4237.243091
-421,7997,4284.382028
-454,7997,4333.613782
-446,7997,4382.920901
-455,7997,4430.028929
-441,7997,4479.345021
-443,7997,4528.779717
-427,7997,4575.943406
-452,7997,4625.33413
-145,5648,4658.668406
-415,7997,4708.153759
-411,7997,4757.647754
-448,7997,4804.798167
-427,7997,4854.296342
-389,7997,4903.821332
-455,7997,4950.96106
-452,7997,5000.539331
-455,7997,5050.135277
-296,7997,5097.385053
-341,7997,5147.041129
-408,7997,5196.698689
-270,7997,5243.908234
