#{"t_start": 1559817804.4958768, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
626,314,474.760467
238,127,475.154469
1030,741,477.527431
609,336,478.58284
248,113,478.988518
252,105,479.30808
1680,1116,482.762949
248,121,483.128479
1143,540,484.731352
619,284,485.574966
626,261,486.382787
252,105,486.667759
241,129,487.064659
1338,667,489.212014
244,111,489.633707
629,320,490.540821
249,131,490.936006
606,388,492.127955
234,139,492.5611
252,105,492.861869
608,328,494.068442
628,292,495.036015
248,113,495.375118
247,107,495.68494
247,107,495.997065
615,362,497.203203
645,324,498.18714
240,143,498.648669
620,508,500.271129
239,143,500.706791
1036,723,502.832582
252,105,503.15106
240,115,503.529934
624,338,504.598546
249,107,504.928972
635,306,505.933473
1328,758,508.258331
733,532,509.9436
1023,768,512.392988
250,123,512.825025
235,123,513.1879
240,141,513.62723
649,366,514.730015
611,266,515.607789
652,314,516.622353
632,276,517.539926
627,356,518.754438
606,400,519.954431
248,121,520.394428
619,452,521.709768
238,137,522.169228
1338,625,524.106282
625,358,525.205667
628,370,526.359712
1326,855,528.956631
252,105,529.387834
1145,703,531.442877
243,115,531.784599
1845,835,534.268021
620,364,535.412726
623,336,536.456543
251,119,536.812069
248,113,537.140305
1160,615,538.977976
652,306,539.844725
247,107,540.165975
252,105,540.472858
243,133,540.881905
252,105,541.216576
1429,755,543.459868
631,306,544.396215
1033,575,546.169625
756,617,548.245093
1338,549,549.939159
608,304,550.854864
1043,474,552.272241
621,326,553.279896
736,470,554.795453
811,641,556.829237
598,328,557.717448
603,304,558.685033
633,348,559.804993
611,458,561.158543
619,290,562.11336
613,386,563.305141
1042,628,565.246794
632,324,566.296618
238,127,566.683549
1430,767,569.127007
252,105,569.447942
1430,809,571.693053
647,286,572.655277
235,123,573.008448
597,298,573.834263
634,368,574.953618
1035,625,576.898667
235,123,577.274854
252,105,577.662611
249,121,578.110099
2352,1131,581.596625
616,288,582.447876
1049,511,584.049762
251,117,584.396733
648,388,585.622637
248,113,585.973281
1038,601,587.779577
252,105,588.077347
633,310,589.046444
1038,615,590.886177
627,418,592.173568
1026,843,594.710211
627,388,595.910614
252,119,596.317788
1041,616,598.087476
630,318,599.082225
628,348,600.225313
601,344,601.416208
247,121,601.794799
1043,475,603.249227
252,105,603.572791
1038,700,605.788414
1426,737,608.186509
250,123,608.614107
248,121,608.97987
251,119,609.352255
612,426,610.661666
604,262,611.449258
249,109,611.786193
252,105,612.13813
604,304,613.05549
756,528,614.724264
620,290,615.619262
629,316,616.547361
1049,492,618.040163
1035,731,620.364292
619,282,621.262326
1423,813,623.744707
624,290,624.570243
624,290,625.488195
630,272,626.291683
1420,695,628.513382
252,105,628.817214
633,324,629.786126
1430,649,631.610472
252,105,631.968943
1424,701,634.097845
247,105,634.447727
1427,729,636.647107
235,123,637.10059
619,368,638.308141
1042,646,640.230271
629,336,641.302263
252,105,641.628593
1427,737,643.89569
647,288,644.795425
242,129,645.169068
1040,522,646.833695
240,119,647.178201
1425,639,649.126755
1049,514,650.744885
247,111,651.074332
635,344,652.110044
1423,861,654.592666
248,121,655.080136
611,316,656.054064
615,260,656.901878
247,131,657.312818
249,107,657.623749
248,113,657.987679
616,288,658.920067
614,268,659.739845
1188,572,661.520156
619,274,662.44646
617,324,663.390597
636,332,664.436855
623,356,665.44166
738,739,667.873978
248,127,668.314979
235,123,668.698974
251,115,669.069038
252,105,669.395568
618,320,670.408402
609,314,671.288357
1037,730,673.60422
1031,648,675.573916
241,131,675.987894
238,127,676.371682
631,318,677.443537
1337,777,679.818509
249,107,680.14415
236,125,680.561634
1419,895,683.367828
627,384,684.598978
634,378,685.827927
1043,521,687.349586
627,354,688.440188
811,538,690.128803
652,316,691.080962
247,107,691.523313
245,115,691.871313
1573,733,694.170371
623,282,694.980151
252,119,695.329976
632,392,696.513072
252,105,696.819474
746,600,698.677936
252,105,698.942082
632,298,699.754402
247,107,700.110014
252,105,700.444047
622,364,701.461547
239,119,701.828985
614,388,702.98261
1041,640,704.769304
635,374,705.911897
594,362,707.170443
1026,574,709.144169
1418,803,711.813291
1422,663,713.909082
1431,633,715.852371
252,105,716.215982
631,288,717.076243
1034,643,719.053121
626,284,720.051718
1031,756,722.412733
1331,874,725.052257
1323,835,727.5814
252,105,727.945975
1039,570,729.578261
790,651,731.485946
1038,523,732.98391
251,117,733.348697
240,119,733.693987
1334,847,736.24018
629,296,737.133078
236,125,737.603114
238,127,738.007542
1039,661,739.981772
647,284,740.792861
1030,731,742.995615
599,322,743.937206
634,290,744.896773
629,370,745.946564
630,356,747.060036
248,121,747.42866
597,262,748.260164
247,107,748.625897
250,117,748.993858
235,123,749.373966
1428,617,751.186492
1041,502,752.720184
601,350,753.821464
813,601,755.637838
613,270,756.414485
614,268,757.280818
1034,660,759.329333
609,272,760.132355
248,113,760.479209
602,278,761.351606
1040,674,763.512973
622,352,764.609343
604,342,765.658132
247,113,766.037168
597,482,767.542595
240,133,767.951914
606,366,769.255606
637,330,770.351094
1426,805,772.66396
1320,880,775.188373
619,314,776.202376
626,352,777.294379
1037,623,779.181798
625,378,780.277685
1037,663,782.445273
1339,654,784.406786
613,392,785.640716
238,133,786.122281
1040,635,787.991992
615,374,789.09355
614,326,790.126505
626,290,790.988928
627,366,792.144701
1432,747,794.324445
1667,939,797.044675
1341,693,799.181968
1042,487,800.522259
629,320,801.438534
597,242,802.203377
1335,781,804.579129
626,362,805.709781
252,105,806.037743
248,113,806.376603
252,105,806.656616
252,105,806.984843
1046,514,808.458387
631,366,809.572676
593,442,810.905721
746,532,812.521508
632,342,813.495501
1036,618,815.367966
597,242,816.262839
240,119,816.597404
591,322,817.560413
613,278,818.536455
252,105,818.837996
248,113,819.182038
1031,562,820.887449
1038,603,822.830048
625,336,823.885734
648,268,824.666252
241,121,825.05488
1337,680,827.172993
1419,703,829.399914
251,117,829.770975
1046,526,831.388576
1338,672,833.393144
621,318,834.439451
252,105,834.764843
252,105,835.073853
631,318,836.005903
1430,709,838.05604
252,105,838.425064
252,105,838.731081
1030,679,840.702245
652,316,841.671115
639,320,842.526936
810,558,844.096788
604,328,845.069163
251,113,845.427495
252,105,845.738511
240,123,846.124623
1045,421,847.312807
252,105,847.635831
1044,462,849.102874
631,310,850.059247
632,356,851.056904
247,107,851.396095
606,308,852.416596
622,292,853.30201
606,368,854.326967
252,105,854.650203
252,105,854.942745
251,119,855.35325
778,538,856.955765
235,123,857.377532
1042,539,859.015519
240,119,859.369991
601,412,860.584383
252,105,860.91784
252,105,861.210247
1040,519,862.759471
1563,871,865.462709
622,270,866.321442
252,119,866.708844
250,123,867.079751
1427,655,869.119978
243,117,869.471401
246,109,869.888066
621,253,870.572471
630,320,871.534261
597,268,872.439503
252,105,872.760059
1345,509,874.236824
252,105,874.568722
636,320,875.588506
633,390,876.841991
1427,645,879.010279
646,318,880.030214
607,258,880.87081
1339,612,882.760412
248,113,883.141119
612,262,884.046793
777,603,885.974487
1427,895,888.625475
238,121,888.994017
238,127,889.416893
252,105,889.841554
236,125,890.215746
252,105,890.537322
609,302,891.461386
2325,1431,895.830833
604,288,896.702879
1039,688,898.858009
630,348,899.763299
251,117,900.092077
252,109,900.466577
1322,775,902.798252
1338,790,905.202977
248,117,905.718284
1336,554,907.425297
1041,605,909.462081
1336,671,911.350343
748,615,913.024362
1581,705,915.13078
1567,727,917.329316
252,105,917.654333
1420,789,920.054223
1852,781,922.475028
235,123,922.842006
629,278,923.861256
1336,691,925.888536
252,105,926.163401
252,105,926.463882
252,105,926.76361
1328,854,929.291317
248,113,929.611266
1336,687,931.63696
248,121,932.001963
248,121,932.432548
603,298,933.34238
619,302,934.299102
252,105,934.613955
617,388,935.660057
1045,475,937.255674
248,121,937.745271
1577,781,940.329387
1308,1049,943.583958
634,546,945.162735
252,105,945.472116
247,123,945.786433
1698,805,948.250983
613,364,949.43639
252,105,949.748156
1028,785,952.231498
647,290,953.150762
1428,723,955.277231
809,564,957.016213
1340,599,958.826882
1329,850,961.599046
1034,653,963.837069
633,370,964.979526
238,127,965.41944
251,117,965.772801
252,105,966.092964
621,326,967.120411
252,105,967.423702
651,322,968.494861
628,296,969.397691
1046,403,970.635485
248,113,970.982863
248,113,971.33722
252,105,971.663412
252,105,971.989437
251,117,972.321799
252,105,972.694126
1430,741,974.981243
1430,789,977.355584
252,105,977.67082
630,282,978.68854
252,105,978.972432
1030,769,981.277061
241,121,981.780088
238,125,982.147877
630,308,983.077304
235,123,983.471391
251,117,983.816218
607,227,984.440603
252,105,984.768212
1423,759,987.03484
248,113,987.376333
801,719,989.602688
610,324,990.626219
620,398,991.768761
634,324,992.828714
251,123,993.164388
252,105,993.507532
618,286,994.388458
241,133,994.806056
1339,729,997.076477
607,302,998.057684
252,105,998.46388
623,298,999.513015
238,125,999.938923
1423,891,1002.60696
1417,603,1004.440497
1428,665,1006.443064
247,121,1006.863002
1048,521,1008.406189
1134,817,1011.091357
252,105,1011.400515
631,288,1012.357881
252,105,1012.658234
1425,635,1014.629401
1422,725,1016.846182
252,105,1017.162499
241,127,1017.541311
626,318,1018.567732
248,121,1018.940552
238,119,1019.312713
235,123,1019.724369
741,432,1021.001605
621,352,1022.102922
810,540,1023.82284
805,761,1026.080195
1069,450,1027.482821
251,117,1027.873081
1577,619,1029.783915
1038,740,1032.038217
651,330,1033.037728
621,298,1034.012383
609,290,1034.88088
252,105,1035.196795
252,105,1035.512159
647,288,1036.422981
754,661,1038.481092
251,109,1038.831875
238,127,1039.278259
235,123,1039.618341
252,105,1039.950396
628,288,1040.795115
252,105,1041.171255
1046,402,1042.364692
629,368,1043.556988
1685,759,1045.809216
250,105,1046.170407
623,255,1046.95124
633,378,1047.985875
597,242,1048.77322
1039,484,1050.329018
1157,649,1052.303504
1051,466,1053.735861
757,510,1055.229245
599,242,1056.048869
1326,780,1058.548082
620,318,1059.503879
1049,480,1060.945138
739,448,1062.250599
240,119,1062.658663
1335,838,1065.16636
1034,544,1067.008171
629,278,1067.774528
605,296,1068.763727
608,318,1069.735639
1044,486,1071.14243
251,117,1071.45511
1139,589,1073.26447
238,119,1073.7489
252,105,1074.014114
243,133,1074.37239
627,354,1075.530106
237,123,1075.905529
1050,486,1077.404297
1432,733,1079.640778
614,326,1080.662521
619,322,1081.672426
628,376,1082.795813
606,244,1083.552647
631,332,1084.596284
629,332,1085.555739
1043,598,1087.426538
607,370,1088.695882
252,105,1089.000271
616,362,1090.153701
1043,609,1091.96174
1048,495,1093.506056
600,420,1094.814707
635,298,1095.744996
624,306,1096.625927
593,306,1097.620084
597,252,1098.382611
241,133,1098.831598
626,268,1099.612218
638,302,1100.601309
1344,495,1102.108076
632,352,1103.267488
1322,836,1105.862699
647,292,1106.783149
630,298,1107.685958
1149,536,1109.188505
733,486,1110.586779
647,288,1111.533559
633,308,1112.43445
1046,430,1113.775897
237,137,1114.219137
1051,498,1115.735391
1029,656,1117.768236
1436,691,1119.965317
1043,486,1121.471883
241,133,1121.876447
1327,870,1124.590216
235,123,1124.966524
597,242,1125.669574
241,119,1126.106927
252,105,1126.446553
778,591,1128.219976
1033,546,1129.854151
630,338,1130.85973
1044,478,1132.352713
1334,613,1134.225975
235,123,1134.618424
1695,641,1136.682313
603,292,1137.571563
252,105,1137.892517
252,105,1138.206419
1035,651,1140.15994
1431,761,1142.503849
241,121,1142.935831
622,320,1144.049235
635,318,1145.023359
774,587,1146.853724
1036,633,1148.866538
631,300,1149.810355
252,119,1150.167183
635,322,1151.117981
244,113,1151.498762
1431,689,1153.587873
635,310,1154.539797
1427,663,1156.61472
634,298,1157.582468
1677,1026,1160.77474
1426,793,1163.131172
252,105,1163.472718
633,308,1164.429311
252,105,1164.74338
616,320,1165.779581
251,117,1166.17177
1034,793,1168.541001
627,404,1169.830176
623,302,1170.721602
1338,750,1172.961196
238,127,1173.336317
1036,770,1175.471599
251,117,1175.829005
252,105,1176.13669
251,117,1176.607718
617,306,1177.521372
732,683,1179.718496
606,266,1180.53958
639,368,1181.643328
252,105,1182.015867
747,530,1183.575976
1334,619,1185.483351
623,255,1186.242958
643,372,1187.434243
597,252,1188.176269
618,364,1189.271609
252,105,1189.574312
1050,455,1191.017754
629,320,1192.036887
244,133,1192.402899
238,125,1192.825818
631,354,1193.865236
252,105,1194.182348
1033,593,1196.05974
240,131,1196.669716
1322,632,1198.623801
636,324,1199.583163
252,105,1199.895468
1425,719,1202.089972
626,294,1202.937805
1046,521,1204.498298
238,125,1204.855171
609,266,1205.709941
252,105,1206.029863
1420,675,1208.110009
628,348,1209.228139
252,105,1209.547095
603,274,1210.364076
250,117,1210.756982
1040,547,1212.297447
1569,851,1215.102442
633,332,1216.184241
629,352,1217.190265
1059,538,1218.877497
623,340,1219.882416
248,121,1220.261568
246,119,1220.616876
1041,677,1222.681814
624,306,1223.598549
647,288,1224.405416
1315,611,1226.23674
248,113,1226.585808
248,113,1227.049939
613,432,1228.313554
611,314,1229.277288
633,296,1230.193008
1332,796,1232.671722
1031,732,1234.836638
744,613,1236.71399
250,105,1237.052991
252,105,1237.3921
628,354,1238.575474
629,328,1239.617635
1332,674,1241.668412
1041,612,1243.548467
250,123,1243.943498
248,113,1244.300374
252,105,1244.651725
627,418,1245.965591
595,300,1246.891984
1033,793,1249.340806
248,119,1249.716613
653,286,1250.630914
1068,411,1251.852934
1042,539,1253.522031
612,372,1254.644153
633,332,1255.622519
815,568,1257.214939
639,312,1258.274564
608,239,1259.005669
235,123,1259.370454
629,322,1260.380346
639,332,1261.393843
2334,1423,1265.763291
248,113,1266.120409
811,639,1268.255307
626,296,1269.146489
1914,891,1271.774225
1044,454,1273.214332
235,123,1273.601991
1578,685,1275.801844
624,312,1276.761933
615,332,1277.800794
623,280,1278.688989
235,123,1279.060749
252,105,1279.498022
1046,426,1280.750993
633,296,1281.682304
604,348,1282.739681
625,416,1284.031225
1034,664,1286.126454
1339,605,1287.887068
241,121,1288.266712
250,123,1288.776885
1427,687,1290.728263
1318,691,1292.762401
236,125,1293.157455
626,364,1294.34268
1686,779,1296.746279
238,125,1297.134678
1337,656,1299.2094
235,123,1299.584158
252,105,1299.91179
1338,768,1302.296616
809,570,1304.121881
1433,573,1305.909591
248,113,1306.284425
630,272,1307.145947
620,380,1308.236927
631,334,1309.339844
248,113,1309.731556
808,597,1311.473662
252,105,1311.765155
1426,599,1313.643808
635,332,1314.674731
1434,787,1317.010531
624,366,1318.182278
250,123,1318.510069
245,107,1318.795869
1564,909,1321.681808
623,302,1322.517633
772,536,1324.135789
252,105,1324.554815
240,119,1324.922888
244,117,1325.265068
809,560,1326.898159
240,119,1327.225804
633,324,1328.297806
1422,701,1330.286562
603,274,1331.148468
248,113,1331.523936
248,113,1331.878369
1037,683,1333.939499
626,304,1334.895222
1028,728,1337.139128
1056,594,1339.099411
601,320,1340.162751
1044,479,1341.594334
1047,510,1343.069799
1340,584,1344.727859
252,105,1345.023598
1039,679,1346.935212
252,105,1347.26016
235,123,1347.680406
1029,785,1350.11607
251,117,1350.470852
240,119,1350.827561
1333,619,1352.710575
647,288,1353.577704
238,125,1353.94424
636,358,1355.106809
252,105,1355.437152
604,262,1356.217359
252,105,1356.643064
648,268,1357.459754
238,127,1357.891693
615,247,1358.743301
634,334,1359.741176
245,111,1360.065074
243,133,1360.540408
629,306,1361.431512
1574,741,1363.704895
1692,739,1366.036593
614,326,1367.031718
610,250,1367.825959
252,105,1368.139782
240,119,1368.496624
1427,655,1370.421164
1038,604,1372.271621
252,105,1372.575271
1043,489,1374.087508
1406,954,1377.160503
1039,729,1379.421595
728,885,1382.194937
1335,707,1384.231181
647,288,1385.013544
1042,521,1386.663542
1035,775,1389.149532
1035,531,1390.76218
1318,1040,1393.924169
1040,636,1395.851657
252,105,1396.196482
1424,875,1398.810269
623,306,1399.753736
630,342,1400.763005
619,414,1402.003296
248,113,1402.359618
247,107,1402.66751
630,330,1403.732925
628,392,1404.852774
647,288,1405.70725
616,314,1406.638391
628,308,1407.586257
252,105,1407.962501
252,105,1408.241979
1033,649,1410.190474
806,625,1412.295897
1040,630,1414.125338
623,282,1414.933737
252,105,1415.238382
251,117,1415.591081
616,316,1416.620995
639,320,1417.568825
620,384,1418.818979
252,105,1419.10927
632,284,1419.962318
1041,486,1421.328612
252,105,1421.68222
629,308,1422.602765
711,472,1424.008597
810,544,1425.670657
252,105,1425.98514
620,278,1426.821913
652,306,1427.703169
251,117,1428.066387
1331,786,1430.314154
1343,656,1432.402906
1036,653,1434.456773
235,123,1434.850101
619,390,1436.095088
1337,554,1437.762167
1041,622,1439.66123
237,137,1440.07824
252,105,1440.42355
2344,1253,1444.170609
1424,839,1446.746413
2341,1251,1450.436734
252,105,1450.762078
627,270,1451.581833
609,288,1452.458737
635,348,1453.511533
252,105,1453.840116
252,105,1454.150002
633,304,1455.076443
733,605,1456.893813
1434,737,1459.094276
235,123,1459.449374
252,105,1459.787118
618,266,1460.558576
614,326,1461.613321
617,328,1462.622793
1433,562,1464.359309
1333,601,1466.192608
235,123,1466.594834
240,119,1466.967313
238,121,1467.326785
628,368,1468.43142
631,372,1469.622809
1342,682,1471.755491
626,282,1472.58291
1042,533,1474.229403
619,328,1475.253626
1043,492,1476.668975
1577,665,1478.833133
240,119,1479.204419
252,105,1479.565954
240,119,1479.919247
243,133,1480.32163
628,382,1481.463128
1039,525,1483.075676
252,105,1483.400257
809,570,1485.074672
252,105,1485.397034
600,240,1486.160475
617,274,1486.924087
252,105,1487.242335
1038,722,1489.448728
616,304,1490.442054
652,320,1491.387916
235,123,1491.76352
604,262,1492.582433
252,105,1492.868515
1431,733,1495.10963
2344,1202,1498.740485
769,605,1500.688089
597,242,1501.363617
1048,504,1502.935226
1425,799,1505.225529
626,278,1506.150199
630,344,1507.100939
240,119,1507.503678
620,428,1508.843598
1431,781,1511.178806
251,123,1511.594397
598,242,1512.264798
626,316,1513.274591
252,105,1513.590896
647,288,1514.438032
634,342,1515.463486
632,332,1516.503329
1045,594,1518.407763
251,117,1518.758763
252,105,1519.044029
240,119,1519.388705
630,294,1520.229528
252,105,1520.548836
1044,466,1521.929061
619,366,1523.010604
252,105,1523.324953
652,308,1524.29094
603,360,1525.344827
602,336,1526.383544
252,105,1526.687402
631,296,1527.591054
240,131,1527.945382
1427,711,1530.059187
622,300,1530.993528
252,105,1531.316085
235,123,1531.68623
622,344,1532.879624
595,312,1533.802336
1036,677,1535.915038
1323,951,1539.122786
252,105,1539.476505
1030,732,1541.842679
648,270,1542.615239
1026,659,1544.673879
1571,809,1547.066269
252,105,1547.39369
252,105,1547.732437
1048,485,1549.234135
628,288,1550.107105
816,548,1551.666206
597,252,1552.488101
248,113,1552.823412
252,105,1553.154626
252,105,1553.462578
613,292,1554.414008
632,308,1555.249942
1049,517,1556.787366
741,512,1558.366718
252,105,1558.683184
252,105,1558.9986
608,384,1560.144958
606,312,1561.087484
626,266,1561.880806
241,121,1562.27788
252,105,1562.601727
252,105,1563.031613
1066,506,1564.504669
252,105,1564.898088
644,356,1565.969827
240,119,1566.364128
252,105,1566.72273
631,354,1567.822361
597,242,1568.681034
241,121,1569.065356
649,366,1570.154686
752,514,1571.663871
633,298,1572.642303
620,278,1573.447101
638,312,1574.481091
629,320,1575.461896
236,125,1575.907211
252,105,1576.227002
835,5792,1595.334179
1034,661,1597.262702
620,298,1598.371908
608,278,1599.257877
651,324,1600.248142
240,119,1600.59524
1334,747,1602.818107
248,113,1603.209744
1044,433,1604.51784
252,105,1604.878524
634,346,1605.913435
627,288,1606.776769
636,354,1607.830972
252,105,1608.175079
252,105,1608.563062
1332,655,1610.434497
622,328,1611.3367
627,346,1612.383266
1041,539,1614.028244
252,105,1614.348006
252,105,1614.678461
633,394,1615.867684
632,298,1616.72311
622,404,1618.005723
251,117,1618.356879
1046,524,1619.938123
240,119,1620.299451
248,113,1620.640396
626,334,1621.722729
629,312,1622.711591
252,119,1623.072893
814,593,1625.004362
248,113,1625.43953
1148,560,1627.115406
626,294,1628.013157
609,272,1628.921104
240,119,1629.266959
1342,678,1631.28717
213,155,1631.748309
637,318,1632.693012
1336,694,1634.787997
235,123,1635.174956
627,368,1636.30336
241,121,1636.679159
1027,762,1638.93119
652,318,1639.773327
235,123,1640.119937
647,408,1641.361074
624,376,1642.528054
634,276,1643.370271
252,105,1643.645991
625,306,1644.706791
620,398,1645.900638
806,629,1647.663978
251,117,1648.01135
1025,760,1650.298839
252,105,1650.622306
620,292,1651.559981
1151,751,1653.819158
1034,555,1655.584765
602,422,1656.839938
1040,545,1658.650565
608,280,1659.455305
631,318,1660.410002
252,105,1660.685019
747,496,1662.26837
652,320,1663.269813
637,358,1664.373911
252,105,1664.64569
604,262,1665.489551
1429,637,1667.456648
240,119,1667.81657
238,125,1668.220247
252,105,1668.549724
1422,689,1670.588754
1046,444,1671.987535
600,240,1672.681131
251,117,1673.098498
252,105,1673.42221
607,298,1674.314661
248,113,1674.709516
1417,733,1676.99992
252,105,1677.323969
252,105,1677.624718
630,342,1678.691272
252,105,1679.014238
633,346,1680.127565
1042,671,1682.186927
648,276,1683.054577
252,105,1683.365946
235,123,1683.788281
1566,671,1685.904073
240,119,1686.25384
652,306,1687.13731
1339,601,1689.123282
1044,472,1690.497989
1340,725,1692.767623
614,326,1693.776632
636,308,1694.769041
652,306,1695.656103
624,366,1696.807376
1417,753,1699.18526
248,105,1699.50538
252,105,1699.836081
639,320,1700.843477
252,105,1701.171304
615,354,1702.283393
612,288,1703.122829
237,137,1703.508622
1039,534,1705.098827
608,302,1706.059867
240,119,1706.399295
1039,546,1708.036864
1037,714,1710.188694
1030,747,1712.481639
252,105,1712.859178
1043,495,1714.270969
637,326,1715.227955
1329,673,1717.408155
618,366,1718.667714
248,113,1719.013127
805,773,1721.242789
652,314,1722.262319
626,348,1723.318821
598,242,1724.04717
1046,435,1725.403016
610,268,1726.228502
620,318,1727.189092
610,338,1728.209891
252,105,1728.570551
626,390,1729.79897
252,105,1730.116124
594,322,1731.071419
252,105,1731.369399
252,105,1731.683598
635,368,1732.775744
252,105,1733.096529
235,123,1733.462242
240,119,1733.837253
597,306,1734.868459
240,119,1735.245738
252,105,1735.562429
626,278,1736.420166
235,121,1736.810397
608,288,1737.672234
768,575,1739.488637
252,105,1739.854442
634,324,1740.790885
776,570,1742.422874
235,123,1742.762506
635,318,1743.798589
1038,644,1745.710449
