#{"t_start": 1559817804.5976312, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
1166,723,331.758095
630,310,332.801977
247,107,333.1347
627,372,334.221817
633,418,335.607483
1341,603,337.483609
249,123,337.961484
626,350,338.987244
1035,607,340.906292
252,105,341.234605
251,117,341.606779
619,310,342.66308
1043,503,344.322802
249,123,344.706826
251,117,345.12579
240,139,345.628066
246,117,345.996773
248,113,346.35577
620,304,347.342456
1041,602,349.287399
630,300,350.157241
625,276,351.076608
246,123,351.459399
247,113,351.810929
614,340,352.906634
247,125,353.286079
623,300,354.237444
1034,760,356.638752
243,137,356.989956
1033,547,358.681146
251,111,359.0132
250,123,359.374628
251,119,359.786037
626,414,361.041151
1398,1114,364.534851
1333,700,366.672103
598,258,367.604403
1704,807,370.17797
252,123,370.557262
625,384,371.783824
632,360,372.926179
240,123,373.292111
243,133,373.733118
1337,667,375.687529
1040,672,377.709022
250,117,378.090011
239,131,378.531706
249,107,378.905156
1317,633,380.766512
814,586,382.656082
1565,853,385.390951
604,368,386.467926
249,125,386.934847
244,115,387.274571
1686,867,389.912958
252,105,390.185771
1401,1006,393.378114
248,105,393.769122
620,392,394.952902
606,360,396.140574
249,107,396.498796
243,133,396.952379
250,119,397.348879
1036,644,399.466608
630,356,400.631777
616,402,402.029537
248,113,402.409749
771,7182,427.450057
645,448,428.915066
251,119,429.308816
1034,678,431.330371
1425,659,433.448972
809,566,435.171203
1039,513,436.648455
237,135,437.091882
246,129,437.507463
236,125,437.915981
246,121,438.296418
632,280,439.260624
1418,711,441.392095
248,113,441.803516
251,111,442.1716
245,115,442.505495
1042,518,444.142363
606,251,444.983593
605,342,446.032651
1432,639,448.083796
1430,791,450.592977
247,123,450.99888
248,109,451.324208
247,113,451.770658
1034,647,453.765377
605,233,454.556788
249,111,454.911291
243,133,455.319587
612,286,456.239873
609,426,457.71717
1035,650,459.696562
252,105,460.012922
248,113,460.373721
603,286,461.276009
252,105,461.596653
624,302,462.483588
625,308,463.521544
242,137,463.968742
252,105,464.326859
1310,727,466.631909
252,105,466.989961
252,119,467.341597
632,372,468.533542
620,410,469.643639
606,302,470.602691
1042,540,472.327425
251,117,472.702217
242,133,473.069448
1429,811,475.59278
1332,750,477.91985
1850,849,480.492918
248,113,480.872367
250,117,481.257634
1030,799,483.738327
617,318,484.77053
240,137,485.165872
233,137,485.572209
1054,535,487.110013
243,133,487.509945
246,119,487.945783
248,113,488.327699
252,113,488.671059
626,362,489.816568
737,579,491.507979
1309,602,493.525244
249,123,493.880889
634,294,494.894454
238,143,495.316466
625,336,496.327342
251,117,496.715311
249,109,497.110507
252,105,497.424284
252,105,497.740956
243,127,498.121891
610,306,499.128112
761,625,500.997802
250,123,501.380487
813,488,502.832493
631,314,503.903804
252,105,504.227533
248,115,504.594881
249,111,504.96895
628,322,506.038944
252,105,506.36645
751,544,508.056645
1045,612,509.955667
243,135,510.371046
248,113,510.724426
246,123,511.259057
606,312,512.217593
614,448,513.599541
623,255,514.313817
233,135,514.789012
629,370,515.969517
1437,585,517.858898
597,352,518.996156
628,370,520.223417
251,119,520.586599
610,334,521.596848
1308,1244,525.504062
619,320,526.507537
252,105,526.816835
1430,795,529.336517
607,312,530.270879
636,316,531.232952
247,107,531.519311
651,324,532.535409
652,308,533.440547
252,105,533.763989
249,111,534.150411
248,139,534.611584
632,316,535.555785
245,117,535.90206
250,121,536.333617
600,316,537.281673
1038,540,538.898976
238,123,539.26599
252,105,539.574756
625,326,540.551339
621,424,541.868364
606,434,543.126344
638,336,544.140857
613,260,544.992354
629,320,545.985487
617,348,547.256687
1041,516,548.910215
221,151,549.401979
1335,605,551.197052
609,270,552.06252
240,133,552.498815
252,105,552.857519
1313,793,555.309864
246,119,555.680045
1328,838,558.270246
248,113,558.616257
1572,743,560.966364
1044,589,562.754797
627,294,563.772557
622,376,564.808896
1427,635,566.948039
1570,801,569.410723
251,117,569.723344
647,290,570.55527
634,368,571.57981
240,119,571.986048
628,296,572.939149
1413,1036,576.031301
252,105,576.359286
614,268,577.136439
610,290,578.148873
251,113,578.524595
1049,715,580.769021
252,105,581.12475
245,115,581.543304
248,113,581.888238
807,603,583.762772
248,113,584.110146
247,105,584.43612
752,562,586.172363
251,119,586.528302
248,113,586.930875
247,107,587.222727
249,117,587.580811
252,105,587.883981
1049,508,589.394853
1055,534,591.019391
1037,861,593.596676
251,119,594.011638
252,105,594.33335
616,330,595.296318
605,440,596.69636
252,105,597.002576
646,422,598.248616
605,252,599.02873
627,360,600.189043
609,278,601.239514
252,105,601.573756
251,117,601.924695
251,117,602.276349
810,661,604.279979
1032,703,606.457032
248,113,606.849837
627,416,608.199033
248,117,608.588499
252,119,608.942217
1331,664,610.930459
643,368,612.058261
803,697,614.290502
248,113,614.629899
248,113,614.98471
634,278,615.917363
246,119,616.214075
1048,492,617.654889
237,123,618.028134
1046,512,619.73913
243,127,620.12031
1038,521,621.641643
633,390,622.909487
1421,631,624.772501
612,290,625.627424
612,460,627.054246
252,105,627.366212
603,360,628.5526
1428,697,630.537041
597,370,631.57032
251,119,631.970218
625,388,633.167393
1044,614,634.894987
627,306,635.897899
238,127,636.276765
614,336,637.365952
249,117,637.782718
623,304,638.758694
1043,516,640.254265
243,133,640.692201
1042,483,642.163198
613,330,643.192426
1038,682,645.240091
628,332,646.341657
606,300,647.199913
238,127,647.55976
1044,614,649.454276
648,278,650.386991
608,284,651.20559
628,294,652.151398
252,105,652.461457
252,105,652.773577
630,288,653.641736
252,105,653.973876
252,105,654.296952
651,326,655.331172
1323,657,657.438159
1039,689,659.554442
1154,502,661.197455
1051,517,662.770139
252,119,663.132711
620,310,664.116957
251,117,664.525494
600,262,665.245722
615,448,666.63495
634,292,667.530077
241,121,668.056957
230,137,668.497626
1029,645,670.521241
611,278,671.403557
1023,843,673.894113
1036,574,675.637451
250,123,676.016677
244,137,676.465138
235,121,676.944416
620,336,677.924101
605,264,678.791108
1040,483,680.315948
252,105,680.663652
632,296,681.518607
604,350,682.53558
597,242,683.294904
248,113,683.668089
745,639,685.724117
632,354,686.786892
235,123,687.171259
611,278,688.04036
1033,741,690.3899
242,129,690.785432
627,400,692.16982
817,532,693.789377
252,105,694.077471
621,332,695.01464
624,629,696.923698
606,237,697.660057
240,119,698.080851
621,366,699.10958
633,298,700.006264
1036,752,702.14521
247,107,702.461272
632,288,703.350294
616,394,704.406025
606,402,705.63588
601,244,706.409909
1337,559,708.235843
1035,668,710.392879
1016,925,713.309678
760,725,715.617373
1316,679,717.681257
635,310,718.685043
1044,568,720.530483
252,105,720.834254
240,115,721.177037
1054,530,722.840385
623,320,723.848949
252,105,724.156002
1340,710,726.267565
608,326,727.27589
248,113,727.665812
252,105,728.040012
238,127,728.434744
252,105,728.785535
1856,929,731.392586
814,590,733.128931
248,113,733.487092
251,117,733.822493
814,586,735.556131
623,255,736.366009
652,316,737.299969
235,123,737.780141
635,306,738.664928
1032,708,740.837849
628,308,741.721466
1051,424,743.033083
647,288,743.87733
631,402,745.104835
632,334,746.121179
1048,450,747.518347
636,328,748.599199
646,302,749.475927
252,105,749.766266
235,123,750.188457
252,105,750.482337
241,121,750.84897
235,123,751.228151
235,123,751.605461
238,127,752.034436
250,117,752.410031
632,362,753.549263
247,105,753.888373
648,384,755.024831
631,354,756.051717
248,111,756.382737
1333,841,759.048787
236,137,759.454582
252,105,759.774267
252,105,760.103782
1405,771,762.598779
252,105,762.924724
1039,558,764.612926
605,302,765.521903
634,332,766.560074
639,560,768.413421
1044,450,769.759624
808,713,771.891993
648,278,772.684868
1336,703,774.664052
620,290,775.598416
625,370,776.711326
247,107,777.070615
248,121,777.436915
1036,658,779.449821
236,125,779.858293
248,121,780.238624
241,121,780.756534
251,117,781.121088
1344,553,782.806891
620,426,784.091723
241,121,784.502384
622,322,785.532673
611,376,786.629637
248,113,786.980883
603,326,788.067173
251,121,788.440013
626,388,789.658469
1424,737,791.863214
1331,813,794.263177
235,123,794.629635
238,133,795.11137
240,119,795.431001
623,255,796.134788
1577,845,798.806543
1047,481,800.102541
777,669,802.087905
240,119,802.391096
252,105,802.675067
252,105,802.986766
249,121,803.368166
604,348,804.493023
252,105,804.807792
806,621,806.615477
629,330,807.610255
235,123,807.997777
252,105,808.286623
236,125,808.65578
1040,544,810.300162
636,358,811.391722
615,376,812.533136
1324,713,814.734817
1347,553,816.469323
252,105,816.816521
235,123,817.197896
630,288,818.215154
235,123,818.560817
252,105,818.880658
623,308,819.829614
599,370,820.955032
1342,715,823.113205
252,105,823.482118
1028,727,825.664035
250,119,826.03228
636,330,827.039805
246,119,827.406226
815,442,828.826111
252,105,829.15556
624,336,830.193348
632,344,831.279635
252,105,831.620229
647,288,832.518393
1903,1028,835.604396
597,252,836.355272
613,432,837.541375
623,302,838.475637
240,119,838.837903
252,105,839.146569
1047,522,840.663682
235,123,841.0334
606,348,842.07333
1040,560,843.64381
252,105,843.932826
1050,479,845.318699
246,119,845.641633
252,105,845.950962
628,352,846.950811
619,302,847.876794
245,107,848.287196
252,105,848.586758
1311,914,851.274275
250,105,851.745018
625,296,852.625228
252,105,852.944971
242,133,853.343315
248,113,853.731257
1334,677,855.728795
811,534,857.384898
616,272,858.245891
1420,711,860.373044
252,105,860.726762
805,641,862.563531
1035,605,864.455002
813,615,866.373832
1037,603,868.23987
248,113,868.635281
238,125,869.009732
610,390,870.193254
1034,661,872.233538
1041,652,874.120997
1432,667,876.199859
653,286,877.110071
608,374,878.317629
605,348,879.442189
248,113,879.782147
609,288,880.742457
1046,459,882.105608
638,348,883.234054
248,117,883.609367
227,135,884.109144
240,119,884.474484
240,119,884.824034
1332,643,886.734727
251,117,887.117349
1430,587,888.905992
237,137,889.472343
603,229,890.176041
242,137,890.609419
611,278,891.463485
776,603,893.334592
240,119,893.683945
1037,616,895.535533
632,314,896.479601
235,123,896.913254
766,625,898.823812
622,302,899.618325
252,105,899.922122
252,105,900.284465
252,105,900.58562
1851,884,903.29041
252,105,903.575205
1695,721,905.970176
625,310,906.950166
240,135,907.380036
252,119,907.808304
240,133,908.277529
1428,777,910.642279
616,360,911.694914
252,105,911.974804
1333,565,913.57511
252,105,913.898738
251,119,914.269064
1042,625,916.19192
1583,781,918.539891
250,137,918.935868
252,105,919.262826
248,113,919.593689
240,119,920.096923
247,107,920.429245
238,125,920.78169
619,312,921.79957
252,105,922.103885
628,394,923.278106
1344,535,924.978346
252,105,925.36143
1051,432,926.551814
252,105,926.860187
624,368,927.956514
240,119,928.293016
248,113,928.684435
606,342,929.707656
601,346,930.78314
251,117,931.145026
1034,698,933.258039
621,354,934.387125
251,117,934.727271
1338,539,936.387787
235,123,936.778738
248,121,937.21723
769,575,939.191863
611,338,940.256318
238,127,940.642894
252,105,940.936834
1047,531,942.642753
617,290,943.556109
1057,570,945.164684
793,887,947.6727
617,306,948.626775
247,105,948.979162
640,548,950.685536
1033,572,952.501148
1041,654,954.466841
252,105,954.823505
247,107,955.161228
252,105,955.473065
252,105,955.836461
635,362,956.914885
622,342,957.965347
252,105,958.292969
1333,729,960.590549
627,356,961.726541
240,119,962.305929
1433,713,964.53692
1148,651,966.535159
252,105,966.90994
243,133,967.30411
1045,413,968.694156
627,340,969.706428
238,125,970.09853
240,119,970.51016
252,105,970.816442
252,105,971.13365
252,105,971.455756
247,113,971.813344
241,121,972.170909
248,113,972.579888
241,121,972.978176
252,109,973.336479
627,316,974.342384
237,129,974.731506
621,253,975.497682
1571,781,977.962469
252,105,978.351636
634,306,979.196096
1042,654,981.170651
252,109,981.620852
237,137,982.075792
1060,622,983.914776
251,119,984.224264
618,318,985.242236
1427,671,987.187232
1324,982,990.217146
1048,493,991.664593
240,119,992.115996
251,119,992.455872
240,119,992.803278
614,256,993.5238
246,119,993.938549
606,312,994.855354
240,119,995.20255
1039,571,996.978884
1038,554,998.863693
1026,952,1001.858286
248,113,1002.186038
1040,565,1003.912193
246,119,1004.269758
252,119,1004.61216
237,137,1005.06024
238,125,1005.439698
753,773,1007.789809
1041,490,1009.367259
621,374,1010.581935
768,542,1012.319325
1038,592,1014.184199
616,398,1015.366834
611,408,1016.647776
620,254,1017.396605
251,117,1017.806874
647,290,1018.666242
626,362,1019.811426
1039,695,1021.848039
1339,747,1024.137215
1042,505,1025.672111
646,312,1026.703119
248,113,1027.044317
629,308,1028.061828
739,617,1029.940178
605,386,1031.07118
1555,1010,1034.303658
252,105,1034.606652
1438,593,1036.41192
627,336,1037.470775
252,105,1037.784627
238,125,1038.142537
1042,627,1040.020548
252,105,1040.320298
252,105,1040.630635
609,374,1041.813935
631,284,1042.797626
252,105,1043.116354
623,255,1043.869565
630,366,1044.987113
637,330,1045.949718
252,105,1046.304529
625,350,1047.265683
237,137,1047.663896
252,105,1048.010982
601,254,1048.774552
626,308,1049.679122
238,125,1050.171066
626,320,1051.136058
626,348,1052.271237
626,318,1053.212013
1051,458,1054.662007
252,119,1054.98198
228,155,1055.485908
252,105,1055.805869
252,105,1056.138263
1324,900,1059.02006
637,382,1060.10877
1040,545,1061.742387
236,125,1062.141987
248,113,1062.567754
622,312,1063.568164
1065,462,1064.977135
652,306,1066.042222
1040,543,1067.672418
620,366,1068.871502
251,117,1069.230625
248,113,1069.580247
247,107,1069.94792
1034,660,1071.823763
245,115,1072.174676
1338,771,1074.516429
1311,961,1077.520367
1347,495,1079.0576
1897,823,1081.530993
2608,1537,1086.191576
235,135,1086.625458
1573,757,1089.01831
235,123,1089.411745
619,288,1090.328511
1583,769,1092.543988
619,324,1093.595516
238,125,1094.008533
631,286,1094.890284
241,133,1095.362389
1038,618,1097.23554
621,344,1098.271867
1700,813,1100.770891
242,133,1101.186305
597,262,1102.027049
652,306,1102.956641
250,105,1103.29975
238,127,1103.679261
1047,503,1105.312058
252,105,1105.622515
248,113,1106.008839
235,123,1106.400425
1429,665,1108.434186
613,330,1109.293243
243,133,1109.71807
252,105,1110.028418
1339,658,1112.108475
241,121,1112.492988
1336,560,1114.261768
636,350,1115.373701
1044,455,1116.704909
1029,727,1119.069419
247,107,1119.389486
1048,505,1120.913598
1054,412,1122.282586
1434,697,1124.395151
252,105,1124.691918
248,113,1125.047228
1338,671,1127.097667
1022,720,1129.204395
608,422,1130.493593
250,123,1130.894705
608,422,1132.208428
248,113,1132.562068
252,105,1132.955329
1341,721,1135.237803
1046,429,1136.48175
618,332,1137.540011
252,105,1137.866399
626,268,1138.707038
252,105,1139.011446
604,326,1140.00251
1064,557,1141.72917
626,278,1142.577977
1694,699,1144.885306
235,123,1145.26292
1030,717,1147.491047
238,127,1147.966238
235,123,1148.369405
238,127,1148.768437
1041,655,1150.78436
238,119,1151.153424
235,123,1151.567524
1429,548,1153.211519
252,105,1153.526758
247,113,1153.901086
1033,787,1156.29429
1315,786,1158.829156
623,320,1159.810634
1041,601,1161.638945
235,123,1162.049698
1333,741,1164.32065
1572,793,1166.764994
1148,448,1168.140504
252,105,1168.461787
235,123,1168.839362
252,119,1169.201284
610,304,1170.153325
252,105,1170.468317
251,117,1170.817864
248,113,1171.201102
1852,715,1173.271281
1042,500,1174.661583
1033,579,1176.441489
235,123,1176.798069
233,131,1177.229264
1319,597,1179.152946
235,123,1179.533965
252,105,1179.862214
1033,818,1182.366963
252,105,1182.679083
252,105,1182.993608
636,380,1184.171781
1038,538,1185.743206
1336,695,1187.857309
1042,638,1189.739613
240,119,1190.11145
600,284,1191.02412
246,107,1191.384055
611,278,1192.230775
635,344,1193.294013
236,125,1193.652377
243,133,1194.062661
1422,595,1195.966585
1041,545,1197.805439
252,105,1198.173752
1034,663,1200.198205
245,107,1200.515681
615,288,1201.354239
607,316,1202.343585
624,280,1203.186904
617,360,1204.283616
248,113,1204.591015
615,370,1205.723254
1410,899,1208.47852
608,239,1209.175401
251,117,1209.519986
815,578,1211.251197
646,314,1212.203501
252,105,1212.631938
240,119,1213.036626
647,290,1213.986523
596,254,1214.778645
235,123,1215.170531
240,119,1215.535851
252,105,1215.834859
240,137,1216.291379
238,125,1216.668062
1574,663,1218.690308
252,105,1219.005532
619,382,1220.153157
252,105,1220.474602
252,105,1220.786072
612,372,1221.996484
1319,556,1223.65198
638,358,1224.693918
1044,464,1226.092435
1425,653,1228.152072
1427,795,1230.698752
597,242,1231.364217
238,125,1231.728913
252,105,1232.036428
1036,588,1233.781826
1041,656,1235.88154
252,105,1236.211919
625,306,1237.110314
1039,657,1239.217749
248,113,1239.611879
252,105,1239.929903
633,308,1240.869683
607,266,1241.725697
240,119,1242.096358
597,242,1242.852381
1061,678,1244.980368
242,135,1245.435421
604,336,1246.433115
1043,489,1247.951586
1030,683,1250.131879
251,117,1250.526447
252,105,1250.844165
632,378,1251.991261
1047,503,1253.553007
252,105,1253.873947
1338,640,1255.85645
634,372,1256.848718
606,254,1257.672819
629,354,1258.739143
643,370,1259.928214
1340,733,1262.143075
763,538,1263.864818
252,105,1264.220247
1047,509,1265.797472
630,344,1266.917607
1040,643,1269.011025
1341,687,1271.027303
252,105,1271.359883
251,125,1271.710574
1332,643,1273.763798
1429,661,1275.779658
1337,816,1278.251713
613,342,1279.363914
631,298,1280.241819
240,119,1280.625757
1345,745,1282.918002
240,119,1283.29889
252,105,1283.617501
632,322,1284.706277
235,123,1285.095784
1324,758,1287.322763
250,105,1287.681344
630,354,1288.881268
1318,1053,1291.911162
764,506,1293.445727
241,121,1293.897869
252,105,1294.23942
248,113,1294.571561
1186,516,1296.166867
1021,1036,1299.363519
629,386,1300.489135
1693,719,1302.910756
252,105,1303.249149
608,324,1304.28831
252,105,1304.636134
1310,831,1307.193119
252,105,1307.507198
631,280,1308.356212
249,117,1308.783627
611,278,1309.65638
635,320,1310.593947
798,789,1312.940118
237,121,1313.338644
628,270,1314.188937
235,123,1314.561236
1430,701,1316.649244
2346,1098,1320.050292
626,318,1321.105751
250,105,1321.400262
623,354,1322.361497
747,502,1323.868795
812,510,1325.484891
814,590,1327.13239
252,105,1327.439321
252,105,1327.764198
241,121,1328.253361
1045,441,1329.515799
1036,589,1331.25368
1069,450,1332.64744
734,695,1334.785764
252,105,1335.16051
626,266,1335.947733
1333,589,1337.76204
1427,657,1339.946571
238,119,1340.293151
600,244,1341.089083
235,123,1341.443126
816,556,1343.038146
237,137,1343.43865
809,564,1345.032357
245,115,1345.362599
813,484,1346.73397
613,384,1347.873976
611,348,1348.860601
248,113,1349.302645
1434,703,1351.436436
1339,521,1353.050069
814,596,1354.915715
628,326,1355.8802
251,117,1356.255068
605,406,1357.65321
623,298,1358.705184
252,105,1359.043816
632,308,1359.940207
243,133,1360.404874
238,125,1360.79289
638,358,1361.844774
248,113,1362.224509
240,119,1362.581984
251,117,1362.931323
652,320,1363.945301
603,312,1364.843101
634,330,1365.859044
605,276,1366.7022
604,350,1367.790983
252,105,1368.104545
619,282,1368.93329
1042,460,1370.322804
653,286,1371.228536
1847,938,1374.036464
764,661,1376.205697
252,105,1376.634227
734,440,1378.059714
1049,495,1379.542778
618,362,1380.763071
626,278,1381.599787
251,117,1381.969759
637,334,1382.948611
238,125,1383.272089
252,105,1383.59007
617,290,1384.463943
238,127,1384.83771
630,384,1386.031429
235,123,1386.41091
252,105,1386.749121
1037,597,1388.678859
651,324,1389.694844
247,107,1390.003336
1419,581,1391.739641
1039,685,1393.84303
1852,765,1396.13904
648,272,1396.927415
619,368,1398.042579
1337,673,1400.081286
638,334,1401.061441
649,372,1402.194526
627,314,1403.108121
238,125,1403.560035
630,272,1404.356381
240,119,1404.721414
251,117,1405.048523
238,125,1405.465309
1429,721,1407.622087
252,105,1407.973858
252,105,1408.292163
1035,585,1410.017746
1340,609,1412.126466
1433,705,1414.167922
612,254,1414.891526
784,536,1416.590271
638,599,1418.498802
252,105,1418.813626
1039,574,1420.493021
1048,405,1421.653652
251,117,1422.013148
615,314,1422.907077
602,394,1424.087848
1044,898,1426.796851
240,119,1427.150151
252,105,1427.436605
1433,615,1429.16662
235,123,1429.496513
623,298,1430.458202
249,111,1430.789913
620,310,1431.822521
1045,561,1433.555747
647,286,1434.439409
1430,568,1436.193797
618,464,1437.622709
1049,476,1438.960046
252,105,1439.350082
1036,651,1441.371908
1061,498,1442.879964
247,107,1443.220642
617,348,1444.173531
605,348,1445.232928
240,119,1445.599852
252,105,1445.906755
634,320,1446.910006
247,107,1447.196831
606,266,1447.966891
252,105,1448.371764
605,396,1449.536235
635,318,1450.518088
784,552,1452.189525
617,448,1453.563607
252,105,1453.881216
234,129,1454.292995
632,322,1455.343572
1035,534,1456.895278
610,340,1457.95828
608,288,1458.826813
611,270,1459.635881
634,394,1460.829185
1038,577,1462.581878
1042,621,1464.475775
1420,783,1466.901554
631,318,1467.869735
1421,659,1469.82304
651,326,1470.764039
606,276,1471.759475
608,288,1472.604798
606,290,1473.522961
623,282,1474.356252
1424,593,1476.14852
635,370,1477.248982
1574,719,1479.599318
1034,631,1481.457973
252,105,1481.765749
247,107,1482.090398
631,348,1483.187749
629,306,1484.111335
251,117,1484.464684
1049,508,1486.000336
617,274,1486.786441
1431,647,1488.741847
626,290,1489.640759
240,119,1490.025028
252,105,1490.338711
252,105,1490.650874
633,354,1491.704795
623,316,1492.656448
1430,663,1494.703389
240,119,1495.061067
251,117,1495.401455
610,372,1496.558995
1694,815,1499.047226
752,635,1501.013126
236,125,1501.328262
252,105,1501.643445
252,105,1502.062971
625,368,1503.109939
252,105,1503.396204
252,105,1503.731612
1581,617,1505.611637
1027,950,1508.448584
644,340,1509.467556
252,105,1509.771235
1432,526,1511.383559
627,328,1512.288949
1036,628,1514.242148
611,278,1515.074842
252,105,1515.403338
1325,565,1517.112251
240,119,1517.482076
1036,595,1519.309225
647,400,1520.472139
794,990,1523.448885
240,119,1523.81986
651,324,1524.726381
609,653,1526.702012
623,255,1527.507737
759,468,1528.887099
1342,679,1530.859106
238,119,1531.218795
607,360,1532.436914
631,368,1533.519998
630,336,1534.571661
251,109,1534.912987
601,410,1536.240934
810,540,1538.113308
1046,433,1539.40049
241,121,1539.836954
631,332,1540.82974
1343,571,1542.584672
1431,655,1544.643142
1040,624,1546.373502
252,105,1546.682492
629,306,1547.633128
1688,693,1549.787001
241,121,1550.153941
1425,679,1552.274361
597,370,1553.363095
252,105,1553.67859
252,105,1554.10431
631,332,1554.979393
616,310,1555.947382
252,105,1556.282106
645,328,1557.252159
602,314,1558.269037
601,392,1559.457353
1047,419,1560.661854
627,318,1561.645493
1042,532,1563.356302
1034,613,1565.201809
1431,751,1567.597404
602,254,1568.508574
240,119,1568.87963
252,105,1569.178939
767,581,1570.923251
1047,512,1572.531769
248,113,1572.867914
1025,964,1575.816213
1424,585,1577.595403
1425,583,1579.439033
634,330,1580.39419
631,310,1581.367936
252,105,1581.700441
235,135,1582.128952
1435,689,1584.216397
1048,510,1585.767814
728,689,1587.900422
252,105,1588.203904
251,117,1588.591973
623,255,1589.335307
608,266,1590.192232
1049,495,1591.692828
1032,557,1593.425663
615,247,1594.268488
252,105,1594.578102
248,117,1595.08378
615,266,1595.930993
235,123,1596.278625
1043,463,1597.741457
1335,576,1599.564031
1045,584,1601.341176
1334,705,1603.509584
240,119,1603.858354
1421,685,1605.925062
816,548,1607.535599
252,105,1607.848617
248,113,1608.206618
252,105,1608.581419
246,119,1608.9086
634,298,1609.700052
235,123,1610.102645
1038,713,1612.191528
621,340,1613.227044
1332,629,1615.139231
625,382,1616.286873
603,248,1617.100987
1338,656,1619.073244
235,123,1619.43809
625,308,1620.364151
1033,654,1622.404858
1336,556,1624.114095
606,312,1625.280885
1431,705,1627.360176
619,406,1628.712294
651,326,1629.694742
625,370,1630.820879
1031,720,1632.921994
235,123,1633.2895
648,384,1634.463919
252,105,1634.768647
252,105,1635.091577
252,105,1635.449309
628,282,1636.276433
1430,733,1638.404733
1035,745,1640.455824
252,105,1640.820663
1334,833,1643.321091
629,306,1644.32829
1040,550,1646.001836
1340,605,1647.656888
1337,803,1650.009637
626,272,1650.863974
252,105,1651.241251
745,570,1653.027812
619,342,1653.962922
619,386,1655.261764
252,119,1655.626323
248,121,1655.978865
623,280,1656.842829
235,123,1657.221151
626,340,1658.368744
628,312,1659.314284
248,113,1659.6501
252,105,1660.039636
625,306,1660.866438
1339,738,1663.193851
251,117,1663.524389
635,382,1664.654303
1041,502,1666.219075
622,488,1667.712981
240,119,1668.093618
252,105,1668.408367
1325,713,1670.538876
1314,661,1672.639421
632,332,1673.681373
1336,707,1675.847128
252,105,1676.180792
