#{"t_start": 1555826226.7548218, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
212,8056,46.128446
195,8056,90.026603
-341,7997,133.459121
-263,5509,163.183519
-354,7997,206.611199
-245,6450,241.33981
-391,7997,284.753885
-294,5966,316.912528
-234,5118,344.942274
-427,7997,387.972647
-442,7997,431.489712
-422,7997,474.983821
-256,7997,518.056518
-410,7997,561.633794
-398,7997,605.255196
-356,7274,644.36862
-238,7997,688.102849
-321,7997,731.755569
-310,7997,774.868338
-46,835,779.37117
-307,7997,823.121253
-34,938,828.201638
-228,7997,871.983613
-44,8055,916.098511
-201,7997,959.145283
-32,1848,969.146684
-343,7314,1009.243067
-241,7997,1053.145295
-179,4025,1074.933412
-34,8055,1119.208675
-186,8055,1162.688294
-49,8055,1207.032356
422,8055,1251.476437
86,659,1255.077328
39,1206,1261.627941
258,7997,1304.903568
186,763,1309.895185
-21,659,1313.489258
-50,8055,1357.007096
-274,7997,1401.030214
-336,7997,1445.160544
-136,3036,1461.508525
-453,7997,1505.543109
-301,7997,1548.689528
-385,7997,1592.743543
-367,7997,1636.78756
-58,1038,1642.376024
-431,7997,1685.473225
-414,7997,1729.622166
-307,7997,1776.720901
-426,7997,1824.100892
-195,4155,1849.709016
-235,5569,1882.702833
-222,6217,1920.54764
-317,7997,1967.864838
-314,7997,2016.23226
-277,7997,2064.643575
-160,7997,2111.914361
84,7997,2160.357385
-154,8055,2209.245329
-204,7997,2256.527021
-311,6528,2296.326098
-107,2185,2309.255401
-32,2400,2323.470465
184,418,2325.942232
24,825,2330.81981
-266,7997,2379.390957
-373,7997,2427.910373
-295,7997,2475.109902
-428,7997,2523.61387
-288,7997,2572.132365
-349,7997,2619.289203
-97,2901,2637.7436
-372,7997,2684.907102
-288,7997,2733.593315
-69,2185,2746.495322
-104,2542,2761.513676
-214,7997,2810.294363
-53,2621,2825.811014
-289,7997,2874.5889
-42,1824,2885.369869
66,526,2888.495917
-346,7997,2937.313673
-129,8055,2984.976177
-292,7997,3033.826724
-34,1860,3044.828326
85,8055,3094.033264
81,8055,3143.651658
-198,8055,3191.2813
-140,8055,3240.610037
65,910,3245.996131
-212,8055,3295.268485
26,922,3300.733799
99,8055,3348.348072
-175,7997,3397.365098
-45,8055,3446.788489
-345,7997,3494.059699
-420,7997,3543.054673
-210,7997,3592.070806
-68,8055,3639.677985
61,1385,3647.858665
-256,5882,3684.426361
-132,3339,3704.205646
-362,7997,3753.331744
160,968,3759.065025
-234,7997,3808.22542
-287,5974,3843.521735
-183,5581,3878.423783
-166,3607,3899.76365
-57,3301,3919.307384
-216,8055,3968.924974
-317,7997,4018.177113
-174,8055,4065.782007
112,8055,4115.448853
-255,7997,4164.756684
-237,7997,4211.998356
-412,7997,4261.279166
-451,7997,4310.497933
-455,7997,4357.612265
-455,7997,4406.923203
-419,7997,4456.208892
-252,5363,4487.842927
-397,7997,4537.274149
-455,7997,4584.447299
-405,7997,4633.840485
-419,7997,4683.297987
-448,7997,4730.475257
-430,7997,4779.976373
-394,7997,4829.445998
-455,7997,4876.620226
-445,7997,4926.122907
-393,7997,4975.702567
-3,613,4979.343354
-451,7997,5026.512103
-425,7997,5076.16272
-288,7997,5125.855375
-348,7997,5172.993769
-410,7997,5222.683076
-319,7997,5272.45562
-400,7997,5319.657583
-373,7997,5369.37755
-430,7997,5419.179895
-234,7997,5466.356853
-200,5014,5498.599504
-283,7997,5545.847219
-354,7997,5595.745435
-445,7997,5645.619671
-402,7997,5692.79853
36,3355,5715.303379
-184,7997,5762.50178
-390,7997,5812.463057
-174,8055,5862.881219
-301,7997,5910.062786
-22,1660,5922.711366
-379,7997,5969.932151
-392,7997,6020.003228
-434,7997,6070.061179
-417,7997,6117.230695
-386,7997,6167.323899
-364,7997,6217.421127
-388,7997,6264.576737
-428,7997,6314.74245
-386,7667,6363.017028
-364,7997,6410.117432
-354,7997,6460.333879
-455,7997,6510.673559
37,1421,6518.998507
-259,7997,6566.163696
-434,7997,6616.498456
-337,6671,6659.025227
-453,7997,6706.242051
-288,7230,6752.396175
-390,7997,6799.607003
-316,7997,6850.066067
-426,7997,6900.486511
-43,815,6905.303775
-372,7997,6955.849119
-9,3549,6976.795195
-426,7997,7023.950589
-435,7997,7074.381849
-455,7997,7124.866908
-455,7997,7171.982934
-455,7997,7222.48909
-450,7997,7273.028153
-440,7997,7320.171615
-347,7997,7370.812258
-228,7997,7421.525989
45,544,7424.761846
-163,4627,7452.067748
-289,7066,7497.256849
-326,7997,7548.089845
-284,7997,7595.169883
-165,8055,7646.343762
47,8055,7697.636696
-123,7997,7744.806009
63,1174,7751.751864
-12,1349,7759.73222
43,8055,7810.982781
-30,1557,7820.231183
-265,7997,7871.206344
87,8055,7922.534559
