#{"t_start": 1559817804.4868484, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
619,358,259.833235
246,125,260.269854
248,145,260.720191
1307,790,263.57883
626,330,264.675849
747,544,266.513148
248,113,266.912827
606,338,267.968484
633,308,269.132818
245,145,269.738341
1032,818,272.520558
1676,901,275.740501
238,139,276.269769
246,125,276.80076
634,360,278.075294
1039,653,280.40087
241,123,280.925005
1019,865,283.841141
1041,507,285.518671
248,153,285.954895
1051,461,287.562667
248,131,288.045897
630,344,289.262779
598,460,290.770387
247,107,291.107989
248,119,291.45471
1428,655,293.504848
638,326,294.656519
250,121,295.066308
606,280,296.017661
622,278,296.899222
1047,506,298.445004
236,141,298.925098
248,147,299.472994
650,354,300.550562
1040,648,302.584612
252,109,302.948531
1035,607,304.811872
249,119,305.15938
252,105,305.471251
620,304,306.457096
732,404,307.722224
630,360,308.887346
601,336,310.11532
247,125,310.513472
232,143,310.977502
614,342,312.070747
251,111,312.454739
631,360,313.628941
1322,799,316.232445
638,332,317.295945
247,125,317.691483
815,570,319.320165
245,131,319.687622
235,129,320.060512
624,420,321.411842
1428,719,323.527737
247,117,323.969624
591,430,325.222308
621,468,326.689011
238,137,327.11437
236,157,327.694346
229,153,328.159887
598,268,328.996415
604,366,330.15399
623,324,331.225268
602,274,332.082313
746,534,333.749782
632,402,335.046148
769,745,337.436149
1041,646,339.429916
815,571,341.273055
244,117,341.624602
245,113,342.047069
1425,611,343.993085
1575,777,346.409085
624,354,347.552389
614,336,348.565563
251,119,348.986559
1343,598,350.974613
632,324,351.966796
250,115,352.371805
252,109,352.707664
1037,582,354.578149
1326,577,356.258382
248,113,356.707658
615,366,357.695889
248,113,358.126172
1333,630,360.021022
228,165,360.522467
1569,701,362.663454
248,113,363.014991
1034,664,365.140579
241,121,365.554211
624,366,366.708085
252,119,367.196285
252,115,367.575254
247,117,368.039622
1040,547,369.788792
247,113,370.175292
1039,584,372.034804
633,300,372.976444
252,119,373.317459
1043,593,375.130661
1421,723,377.370164
629,304,378.340442
243,159,378.807613
237,137,379.249257
1337,762,381.584786
242,147,382.053324
245,121,382.437052
628,310,383.453221
630,344,384.61545
620,400,385.900492
606,446,387.295668
1325,1094,390.677853
1161,623,392.659231
235,123,393.051587
241,135,393.47766
1338,678,395.550497
252,119,395.998564
247,113,396.381423
253,109,396.74018
620,352,398.02767
1323,936,400.965625
252,105,401.270518
760,560,403.098061
608,318,404.106929
607,258,404.833971
1037,749,407.344972
1045,475,408.90479
1037,590,410.743123
239,135,411.187064
630,358,412.355386
774,593,414.269563
604,424,415.555096
609,376,416.777931
246,121,417.178153
235,123,417.53743
247,123,417.983324
251,119,418.351508
252,105,418.656656
241,133,419.063575
1034,544,420.758755
246,123,421.149073
251,125,421.687329
1417,663,423.714197
249,109,424.063152
246,121,424.457139
235,143,424.958895
619,390,426.118412
652,318,427.136533
251,121,427.65865
238,127,428.163068
248,113,428.52217
247,107,428.901621
1424,843,431.466932
595,262,432.326652
250,127,432.727321
616,332,433.729816
250,121,434.092921
770,560,435.870734
243,123,436.203518
619,306,437.054571
605,390,438.313456
249,123,438.685239
1048,567,440.482512
622,312,441.407089
1031,683,443.579746
608,306,444.576106
599,250,445.414921
252,123,445.777127
647,292,446.790378
604,322,447.779619
1429,765,450.382056
1040,638,452.434104
248,121,452.788713
251,119,453.157117
611,506,454.754538
250,119,455.181134
612,284,456.076207
634,350,457.156533
628,364,458.437358
245,109,458.722637
1029,659,460.702557
246,123,461.171889
1126,685,463.307369
744,645,465.320639
248,121,465.678004
634,665,467.771064
631,358,468.935348
635,536,470.554996
635,320,471.477685
1048,505,473.134445
624,374,474.287844
603,298,475.21537
1430,743,477.608989
602,340,478.632565
620,294,479.575455
632,342,480.586697
1326,565,482.328504
251,119,482.729246
1041,606,484.543707
245,125,484.887952
1035,534,486.422865
1033,696,488.527074
252,105,488.820559
598,266,489.674106
226,153,490.191226
252,105,490.513331
632,328,491.552139
252,105,491.868815
1039,549,493.686312
605,235,494.427793
1331,671,496.468566
650,314,497.494283
607,348,498.623384
250,123,499.02124
631,332,500.069142
242,147,500.587097
635,298,501.436524
250,123,501.798225
635,368,502.858095
605,390,504.114345
1041,573,505.954479
742,534,507.632192
637,336,508.636382
1040,629,510.566729
741,454,512.028812
813,613,513.906745
631,342,514.941773
1043,500,516.488125
251,117,516.846193
619,316,517.883956
631,356,519.035354
235,123,519.403728
248,107,519.740862
1023,890,522.435069
240,131,522.850938
248,121,523.234349
252,105,523.556206
247,107,523.975028
630,400,525.206179
243,113,525.6045
248,113,525.97037
1339,685,528.090849
616,376,529.331707
248,121,529.682672
1022,900,532.36521
608,438,533.640642
239,123,534.051311
243,133,534.532713
237,133,534.965264
238,119,535.317286
621,324,536.322146
252,105,536.645245
246,119,536.987317
630,284,537.815479
249,129,538.238123
234,125,538.637761
650,354,539.604407
627,354,540.707067
252,105,541.051585
240,131,541.487097
250,117,541.845201
252,105,542.143441
235,125,542.488808
617,332,543.521239
631,332,544.530997
1342,587,546.380479
633,312,547.492132
1037,721,549.765552
1026,704,551.881851
237,127,552.309314
250,119,552.75223
249,117,553.158889
628,268,554.005842
1050,478,555.56191
624,282,556.462042
1414,689,558.508324
248,113,558.871841
251,121,559.254664
622,251,560.087466
244,117,560.452613
252,119,560.85625
1059,670,562.915284
621,264,563.800391
775,568,565.549914
623,338,566.57167
1578,669,568.712122
608,392,569.913043
616,316,570.85983
1030,861,573.401207
252,105,573.708237
250,123,574.117943
248,113,574.4685
252,105,574.78969
626,370,575.947067
252,105,576.257725
248,113,576.625265
252,105,576.95291
1320,566,578.741397
630,314,579.765986
1043,481,581.226298
251,119,581.661497
620,324,582.597966
1046,415,583.942245
645,328,585.02008
252,105,585.322796
618,406,586.551963
1040,535,588.112193
252,105,588.431041
252,105,588.793763
1032,687,590.841298
252,105,591.202369
248,125,591.589154
230,129,591.995841
1036,543,593.620707
243,135,594.068808
252,105,594.398126
1035,641,596.365866
248,113,596.700212
1048,522,598.241101
240,119,598.646474
611,326,599.71057
608,278,600.535178
635,294,601.630902
236,125,602.022147
1037,578,603.778785
247,105,604.10977
252,105,604.430359
252,105,604.762341
780,558,606.47931
251,117,606.898214
252,105,607.241777
629,344,608.406001
251,119,608.79554
622,326,609.786279
251,117,610.129795
1034,601,611.930372
252,105,612.284405
816,550,614.002617
251,119,614.36302
636,308,615.28321
603,396,616.47346
1147,609,618.305266
1427,554,620.148455
1069,471,621.51619
623,302,622.472531
1038,560,624.117292
227,155,624.592522
812,514,626.158155
252,105,626.528372
252,105,626.847449
610,258,627.633313
252,105,628.000015
636,348,629.14365
1041,483,630.550312
252,105,630.817148
1339,626,632.692106
1314,749,634.88356
758,494,636.445603
609,376,637.662081
622,274,638.593553
252,105,638.912349
248,113,639.304122
814,597,641.034498
252,105,641.344449
238,125,641.737175
629,294,642.663644
252,105,642.985731
1341,597,644.851246
1038,547,646.550342
243,133,646.965562
248,113,647.294278
252,105,647.608718
238,125,648.041384
1334,609,649.929007
1053,438,651.236434
622,344,652.2667
616,342,653.342313
623,255,654.076522
628,360,655.250284
250,121,655.613542
604,342,656.676245
627,362,657.867711
611,446,659.246219
628,324,660.285841
235,123,660.745519
250,123,661.135136
1329,847,663.636635
235,123,664.02513
238,137,664.518245
635,348,665.51789
636,298,666.488307
631,318,667.45403
617,418,668.866827
809,564,670.599508
627,360,671.699047
238,127,672.079121
252,105,672.395563
740,480,673.849027
251,123,674.228827
618,308,675.202044
645,330,676.203632
613,290,677.19383
633,344,678.235839
1426,593,680.078769
606,420,681.410626
246,119,681.776993
631,334,682.713493
246,113,683.075733
1044,610,685.037207
621,312,686.040606
1036,755,688.31088
252,105,688.647595
1034,643,690.652563
1326,685,692.875928
235,123,693.305506
628,304,694.177111
252,119,694.525735
625,332,695.531986
1036,707,697.60498
237,137,698.094792
774,464,699.427502
252,105,699.751797
1345,503,701.250403
620,270,702.094709
1025,995,705.037733
1419,671,707.309441
776,603,709.232731
1160,566,711.019516
625,322,712.029421
809,683,714.116884
624,324,715.137972
248,113,715.468451
1313,930,718.392904
597,408,719.634804
243,133,720.121108
235,123,720.546667
1041,508,722.087794
1045,448,723.489771
1037,671,725.49308
617,263,726.244805
1034,552,727.965042
623,282,728.814249
631,296,729.622248
252,105,729.899764
248,117,730.237073
609,268,731.076984
1341,588,732.763674
1039,710,734.857491
240,119,735.21823
238,125,735.588718
248,121,736.011368
238,125,736.390605
631,354,737.454945
632,346,738.543377
1578,811,740.97224
1148,520,742.476243
1037,540,744.134814
249,135,744.529867
1032,565,746.250319
607,338,747.334509
612,326,748.406368
1036,632,750.314809
1573,747,752.482408
597,242,753.221095
601,336,754.256675
1040,573,755.964918
240,119,756.305937
239,117,756.680266
815,570,758.516201
625,456,759.8959
252,105,760.219282
631,304,761.197198
1044,590,763.055658
1409,893,765.813751
252,105,766.135334
1424,831,768.809829
1021,872,771.480175
251,123,771.878698
630,298,772.744282
626,344,773.770153
251,119,774.089123
247,107,774.425122
250,123,774.788624
774,562,776.570974
1042,499,778.06992
608,239,778.839984
611,278,779.649816
634,296,780.698075
241,121,781.077229
252,105,781.41541
618,362,782.515708
617,274,783.360761
1317,777,785.720608
1036,636,787.590072
1342,697,789.797667
252,105,790.116143
620,306,791.006732
604,288,791.921789
1038,679,793.958382
240,119,794.280138
615,332,795.290535
626,332,796.212924
605,298,797.099732
1317,1062,800.224357
252,105,800.530846
643,366,801.584861
1420,695,803.660249
229,143,804.177063
240,119,804.566068
247,113,804.941179
1041,651,806.880707
1335,602,808.639983
1049,518,810.197676
247,125,810.59203
1341,611,812.406938
594,428,813.679742
609,272,814.564423
635,356,815.601096
238,125,816.024736
236,125,816.491992
611,408,817.722996
252,105,818.178295
248,113,818.514898
1579,765,820.815865
252,105,821.161631
1040,510,822.748752
633,370,823.899329
1425,721,826.044428
252,105,826.383935
632,274,827.26047
238,125,827.641297
248,113,827.991257
252,105,828.327159
1339,650,830.328869
1340,701,832.542723
615,318,833.483661
1050,478,835.045569
252,105,835.351496
252,105,835.681947
1579,661,837.551454
252,105,837.915176
246,131,838.31375
247,117,838.701101
651,326,839.701437
607,420,840.919965
1034,658,842.771602
252,105,843.123156
1040,694,845.042145
252,119,845.39505
252,105,845.686044
1044,464,847.002376
241,121,847.357255
248,113,847.713785
247,107,848.091315
1431,653,850.091174
1044,607,852.011335
252,105,852.319768
241,121,852.685699
624,284,853.615818
1046,504,854.957248
760,665,856.985415
250,123,857.417905
609,392,858.594016
248,113,859.011665
1037,745,861.224268
250,123,861.581435
649,370,862.76715
610,320,863.762625
1030,594,865.607578
245,115,866.01481
1043,494,867.483139
787,532,869.135818
249,115,869.479307
629,284,870.368
630,350,871.41377
631,366,872.579918
243,125,872.957211
1068,462,874.362294
769,643,876.341128
630,346,877.430334
251,117,877.800579
1035,555,879.624423
608,276,880.573326
235,123,880.94587
251,117,881.317675
252,105,881.617472
235,123,881.99068
622,312,882.989709
252,105,883.341999
238,127,883.747456
626,314,884.771778
606,270,885.622202
1415,966,888.576569
1563,883,891.291656
1425,743,893.652767
235,123,894.019541
241,135,894.444158
252,105,894.747878
247,113,895.168605
768,510,896.698946
240,119,897.10997
252,105,897.420469
252,105,897.765842
615,362,898.924235
612,348,899.810897
252,105,900.100913
238,127,900.522173
773,570,902.26745
609,288,903.103519
252,105,903.430756
1035,666,905.420308
1428,737,907.89474
608,276,908.805914
813,601,910.526164
248,113,910.852064
240,119,911.226493
633,306,912.018827
248,121,912.351191
252,105,912.679079
1047,526,914.196508
1044,467,915.625041
637,328,916.681131
1039,523,918.245035
1044,591,920.066543
636,344,921.0734
1042,656,923.104082
1041,528,924.795521
813,494,926.217158
635,318,927.158879
240,119,927.494563
630,368,928.553988
252,105,928.926944
248,121,929.289332
604,262,930.023393
630,348,931.082579
235,123,931.470732
237,137,931.877244
646,302,932.838389
1333,723,935.034474
247,149,935.468215
747,458,936.957473
1048,515,938.740534
252,105,939.066042
1045,504,940.638644
1325,887,943.443709
1334,740,945.547907
1041,577,947.187997
623,372,948.305148
811,536,950.011162
608,300,950.922987
240,119,951.276112
1042,463,952.729802
807,601,954.545598
248,121,954.924999
1431,639,956.890192
624,296,957.833245
609,272,958.631526
609,302,959.626904
1343,570,961.439193
652,304,962.54969
252,109,962.906427
252,105,963.307764
618,304,964.210552
252,105,964.561699
1580,819,967.122912
626,290,968.100127
252,105,968.437171
252,105,968.718852
235,123,969.149538
626,396,970.384346
622,396,971.657402
251,117,972.034518
598,262,972.846264
1033,533,974.517454
248,113,974.84222
626,278,975.659669
1038,631,977.61795
816,422,979.004779
238,125,979.383826
1427,625,981.247789
1339,642,983.296251
635,370,984.294122
1040,592,986.099175
1051,477,987.468153
252,105,987.799414
1400,954,990.784322
1034,537,992.453598
252,105,992.792211
610,380,993.961797
645,328,994.949789
248,113,995.296168
241,121,995.793996
252,105,996.122306
248,113,996.46253
252,105,996.770665
630,332,997.778744
625,432,999.344019
738,570,1001.163656
248,113,1001.561779
1040,633,1003.476747
621,416,1004.70565
633,286,1005.619951
647,290,1006.473261
615,344,1007.555469
730,504,1009.154614
633,308,1010.108483
627,272,1011.047626
238,119,1011.414041
630,354,1012.551845
741,607,1014.474981
1036,525,1016.061688
636,310,1016.990571
1437,566,1018.749878
1576,729,1020.955992
627,296,1021.855644
247,107,1022.180795
635,338,1023.238501
624,270,1024.032522
252,105,1024.347574
606,444,1025.731639
1304,991,1028.893056
610,264,1029.69525
248,121,1030.032421
1040,514,1031.61129
1042,510,1033.223951
626,356,1034.380343
240,119,1034.721612
1328,698,1036.808544
1026,764,1039.099565
1045,805,1041.511066
1030,588,1043.417747
1418,1044,1046.569444
625,348,1047.56504
252,105,1047.873844
811,657,1049.990694
235,123,1050.388008
630,380,1051.504472
241,121,1051.924946
616,362,1053.03485
1034,665,1055.048312
1323,661,1057.072141
1033,684,1059.291925
1340,721,1061.416214
252,105,1061.727419
252,105,1062.034442
1036,682,1064.091105
252,105,1064.462871
238,125,1064.808109
1039,544,1066.662088
627,412,1067.828818
1038,617,1069.781679
252,105,1070.166389
595,312,1070.993136
633,306,1071.893509
252,105,1072.214527
235,123,1072.588525
249,111,1072.933095
240,119,1073.27834
634,318,1074.261988
1424,733,1076.572249
252,105,1076.920354
251,117,1077.284058
243,133,1077.692424
612,364,1078.852452
642,382,1080.014585
252,105,1080.303423
737,450,1081.676473
604,358,1082.753665
252,105,1083.085898
1573,749,1085.320601
238,125,1085.695665
606,262,1086.570143
1341,708,1088.834024
611,294,1089.750766
616,314,1090.696716
1334,750,1092.891291
596,310,1093.885615
252,105,1094.228147
1043,613,1096.122982
621,378,1097.313273
1431,661,1099.290048
610,274,1100.133189
1176,494,1101.6977
607,278,1102.582525
238,127,1102.968077
630,330,1103.931755
239,131,1104.506025
636,312,1105.455869
235,123,1105.826153
1038,577,1107.593709
1042,502,1109.037891
635,336,1110.003536
1044,586,1111.810842
624,388,1112.964544
251,117,1113.367028
1334,727,1115.580382
252,105,1115.919307
1411,859,1118.770142
612,396,1119.91869
1574,767,1122.343838
240,119,1122.70378
1037,691,1124.792653
1047,511,1126.368557
235,125,1126.761173
252,105,1127.079964
1038,725,1129.172105
252,105,1129.544142
236,125,1129.953341
1035,541,1131.576297
1402,1042,1134.768188
1427,649,1136.832767
252,105,1137.171324
625,257,1137.976281
615,386,1139.142179
252,105,1139.469444
641,320,1140.543801
634,300,1141.392844
631,332,1142.362792
252,105,1142.667079
605,274,1143.550177
631,286,1144.580001
248,117,1144.94785
1043,474,1146.393922
632,310,1147.34501
604,450,1148.866826
252,105,1149.222294
235,123,1149.657294
615,314,1150.609019
252,105,1150.943352
631,368,1152.034354
611,384,1153.207064
240,119,1153.538814
731,637,1155.531227
238,127,1155.934015
235,123,1156.292112
1430,743,1158.657417
1426,695,1160.773199
1038,734,1162.928705
632,308,1163.860445
1049,477,1165.29389
1049,464,1166.790527
784,560,1168.495161
238,125,1168.882585
248,113,1169.221144
235,123,1169.666968
621,320,1170.6366
648,390,1171.789916
232,159,1172.263884
634,340,1173.304489
1427,843,1175.67421
252,105,1175.969833
238,125,1176.468278
235,123,1176.855582
637,334,1177.895921
631,354,1179.067052
1034,671,1181.119148
632,308,1182.097236
602,262,1182.86127
1039,660,1184.837008
597,420,1186.068132
611,390,1187.294462
243,133,1187.708449
622,302,1188.621291
252,105,1188.949047
252,105,1189.292124
252,105,1189.583389
1339,616,1191.482368
803,579,1193.232034
251,117,1193.568134
251,117,1193.913486
631,318,1194.970573
235,129,1195.383559
252,109,1195.737138
633,320,1196.858094
237,137,1197.278345
1035,666,1199.325308
1573,721,1201.527506
781,566,1203.245818
252,105,1203.611521
638,581,1205.302568
252,105,1205.635295
1043,601,1207.467072
607,298,1208.53875
1043,511,1210.032325
1033,579,1211.755801
252,105,1212.065308
630,342,1213.242623
1030,831,1215.744355
630,272,1216.597507
625,344,1217.610524
240,119,1218.026672
601,350,1219.069955
629,342,1220.107654
597,242,1220.810768
250,121,1221.235849
1036,614,1223.145283
1035,527,1224.667864
613,278,1225.508466
1043,502,1227.136793
252,105,1227.459591
630,382,1228.629119
813,609,1230.564488
1578,671,1232.514729
1038,590,1234.251348
603,274,1235.089738
248,121,1235.490382
252,105,1235.858271
1132,681,1237.933022
238,125,1238.369903
1346,497,1239.89439
1039,560,1241.602573
636,332,1242.600455
1331,700,1244.774387
240,119,1245.177936
238,125,1245.562743
1333,610,1247.467323
803,809,1250.029888
248,119,1250.392229
252,105,1250.744071
1054,519,1252.365595
632,314,1253.315947
614,276,1254.157774
1037,655,1256.127209
600,330,1257.007662
1040,578,1258.800099
1037,603,1260.662878
637,344,1261.691579
637,294,1262.56386
239,117,1262.974258
1035,657,1265.095795
238,119,1265.464186
1434,653,1267.49658
616,370,1268.789035
638,344,1269.787203
1040,513,1271.30761
752,657,1273.318268
627,270,1274.200975
240,119,1274.560329
1333,636,1276.507034
607,310,1277.46722
1037,616,1279.400092
252,105,1279.732048
1032,789,1282.102002
617,302,1283.071204
240,119,1283.452567
252,105,1283.791462
1337,655,1285.896484
249,115,1286.236688
618,278,1287.075864
648,272,1287.903354
637,334,1289.034707
1040,693,1291.005453
248,105,1291.316968
629,328,1292.298288
628,296,1293.208367
626,364,1294.370936
622,294,1295.248431
252,105,1295.630465
650,340,1296.647619
626,340,1297.786366
240,119,1298.201599
1578,789,1300.527646
252,105,1300.879055
607,280,1301.814947
609,302,1302.698992
778,583,1304.591254
1045,459,1306.028757
252,105,1306.378027
1327,573,1308.111844
248,113,1308.503899
1045,541,1310.198941
235,123,1310.554904
252,105,1310.888266
635,318,1311.767641
817,520,1313.417606
1425,589,1315.2879
1045,509,1316.793898
251,117,1317.15764
240,119,1317.565701
238,127,1317.938154
651,322,1318.82443
1326,641,1321.037272
252,119,1321.376015
250,119,1321.673952
632,344,1322.682965
252,105,1323.008771
252,105,1323.344881
767,558,1325.091391
251,117,1325.44553
618,398,1326.591178
635,336,1327.548054
252,105,1327.878942
1041,550,1329.558602
1184,540,1331.214871
252,105,1331.580797
1041,601,1333.391753
630,310,1334.333721
236,125,1334.714486
252,105,1335.048684
617,416,1336.35533
241,121,1336.716398
653,286,1337.651021
615,231,1338.427122
777,583,1340.289823
251,117,1340.643453
607,338,1341.687383
597,264,1342.503765
1424,649,1344.263261
626,268,1345.017146
633,298,1345.903786
252,105,1346.181765
245,107,1346.494639
616,302,1347.318278
235,121,1347.769694
644,346,1348.809054
1050,495,1350.393691
618,290,1351.322845
252,105,1351.660301
1332,651,1353.603324
1049,496,1355.168401
248,113,1355.500705
607,294,1356.414206
630,358,1357.619294
749,575,1359.545541
630,292,1360.451754
625,320,1361.385048
770,570,1363.117672
1427,653,1365.128506
763,496,1366.661574
252,105,1366.986997
1031,560,1368.695023
608,300,1369.594366
252,105,1369.886582
602,392,1371.114514
1020,917,1373.871926
252,105,1374.219657
629,294,1375.233083
631,354,1376.320244
1691,829,1379.034204
629,340,1380.014017
252,105,1380.487507
809,570,1382.191449
251,117,1382.50081
235,123,1382.868627
238,125,1383.233166
623,352,1384.306996
633,354,1385.292162
1050,476,1386.790069
650,348,1387.873958
1035,656,1389.965969
1043,452,1391.334424
252,105,1391.650713
808,585,1393.459715
618,328,1394.419494
252,105,1394.800095
620,394,1395.962825
617,274,1396.773188
609,288,1397.611944
625,326,1398.622819
603,274,1399.4419
1044,516,1400.938205
248,121,1401.297631
252,105,1401.633614
237,137,1402.079974
1060,654,1404.075685
252,105,1404.373371
252,105,1404.717795
235,123,1405.080296
1037,745,1407.324479
1331,666,1409.373392
1048,511,1411.065558
1041,635,1412.960514
632,402,1414.160378
599,398,1415.29582
614,256,1416.202254
635,334,1417.164192
594,322,1418.235611
252,105,1418.551575
1321,862,1421.058631
618,364,1422.14969
252,105,1422.457113
1035,584,1424.153752
248,113,1424.499229
652,306,1425.460196
628,364,1426.529675
620,278,1427.362825
1426,785,1429.572482
1031,559,1431.292609
1032,566,1433.159682
1331,653,1435.20196
247,107,1435.544814
647,290,1436.442912
251,119,1436.81724
252,119,1437.17564
623,282,1437.999931
240,119,1438.35545
252,105,1438.65799
1420,659,1440.699641
235,123,1441.172771
240,119,1441.536143
1037,561,1443.241507
240,119,1443.600491
245,107,1443.921416
1426,603,1445.679677
235,123,1446.039457
652,316,1447.042205
609,382,1448.195191
252,105,1448.513971
1157,554,1450.195409
1042,497,1451.712971
743,526,1453.310099
250,105,1453.706625
238,125,1454.08604
252,105,1454.412498
242,133,1454.819381
1047,514,1456.406235
252,105,1456.715621
817,532,1458.328559
235,123,1458.67198
252,105,1459.01292
629,344,1460.008165
1420,783,1462.368539
611,326,1463.342137
1430,707,1465.488524
235,123,1465.847099
253,109,1466.255857
1429,693,1468.337525
238,127,1468.712146
1339,766,1471.06815
252,105,1471.509163
252,109,1471.842047
1037,580,1473.583534
623,255,1474.35907
251,117,1474.703911
252,105,1475.075332
1035,726,1477.174202
240,119,1477.534017
623,282,1478.474451
1041,549,1480.260702
609,306,1481.220091
252,105,1481.538577
1424,745,1483.800334
652,320,1484.742633
1336,595,1486.510824
1042,635,1488.428828
238,125,1488.798964
1040,538,1490.451002
252,105,1490.782469
235,123,1491.136836
772,572,1492.905671
252,105,1493.269934
252,105,1493.593136
252,117,1493.944265
252,105,1494.257159
617,348,1495.315324
734,731,1497.507195
240,119,1497.859758
252,105,1498.171843
1580,643,1500.167053
602,346,1501.27162
252,105,1501.544513
251,117,1501.885072
252,105,1502.310349
604,262,1503.060136
252,105,1503.346686
634,348,1504.385631
1686,763,1506.636718
248,113,1506.970662
628,288,1507.8936
652,320,1508.892077
1423,819,1511.329425
252,105,1511.671068
763,579,1513.381679
248,113,1513.725523
252,105,1514.053745
248,113,1514.399865
632,330,1515.401886
238,125,1515.789849
604,290,1516.698495
1335,593,1518.620747
252,105,1518.916466
1423,727,1521.028421
238,127,1521.390573
1038,568,1523.098556
630,272,1523.978982
1027,799,1526.36726
1037,736,1528.494125
647,288,1529.395688
245,107,1529.688689
238,125,1530.036644
1035,596,1531.814011
1034,670,1533.970234
1019,915,1536.897264
625,340,1538.105843
235,123,1538.525671
237,137,1538.963255
235,123,1539.339893
624,330,1540.381153
252,105,1540.700906
1339,653,1542.695502
617,326,1543.748951
252,105,1544.056945
252,105,1544.334112
1422,897,1547.014325
638,587,1548.787544
250,105,1549.122143
252,105,1549.436261
621,344,1550.500661
1339,617,1552.309593
606,290,1553.17442
629,306,1554.208519
751,518,1555.579041
248,113,1555.995793
252,105,1556.316413
252,105,1556.635977
251,117,1556.998085
630,346,1558.032731
240,119,1558.421295
251,117,1558.761955
614,316,1559.732355
252,105,1560.047756
630,306,1560.959293
730,318,1561.99363
601,346,1563.140837
627,270,1563.937052
629,354,1565.040244
252,105,1565.370484
1339,775,1567.741289
245,107,1568.13746
616,274,1569.052076
629,316,1570.008918
1027,652,1571.920261
1032,693,1574.081327
1426,811,1576.522117
631,332,1577.596307
252,105,1577.922523
653,286,1578.812961
614,256,1579.619027
1041,499,1581.067766
629,316,1582.061618
647,288,1582.976509
637,322,1583.931733
626,263,1584.816694
812,621,1586.747623
630,272,1587.560992
237,137,1588.015363
616,362,1589.102281
644,358,1590.219514
632,298,1591.1184
607,298,1592.041992
1042,505,1593.60948
624,290,1594.571026
1045,594,1596.50673
1049,517,1598.168316
812,624,1600.082269
1139,783,1602.402656
1317,773,1604.869559
622,302,1605.769311
1045,451,1607.141429
1686,912,1609.78398
252,119,1610.167128
630,322,1611.106159
802,586,1612.826764
623,302,1613.767615
609,288,1614.653892
629,308,1615.563762
1326,780,1617.929048
1033,564,1619.637686
597,252,1620.374658
619,312,1621.372108
604,310,1622.292627
620,376,1623.443769
252,105,1623.783248
238,127,1624.166844
816,546,1625.999102
651,322,1627.025527
625,332,1628.027413
1334,702,1630.242732
747,498,1631.669603
1423,667,1633.753748
1030,702,1635.828486
238,127,1636.209065
1032,580,1637.927725
236,125,1638.266042
1331,811,1640.519848
252,105,1640.852407
1061,678,1642.927564
756,779,1645.32424
633,308,1646.269078
632,318,1647.154001
624,344,1648.178774
628,316,1649.02301
252,105,1649.398979
1419,885,1652.104086
240,119,1652.461756
1038,580,1654.186743
235,123,1654.571122
634,292,1655.596647
1147,601,1657.361435
605,276,1658.252862
745,729,1660.497326
240,119,1660.834191
602,434,1662.194222
252,105,1662.550211
599,242,1663.302178
622,300,1664.236915
252,105,1664.507344
1911,978,1667.484935
643,364,1668.633639
631,296,1669.559285
1047,500,1671.033157
240,119,1671.439505
1326,589,1673.20301
252,109,1673.5704
597,242,1674.323683
252,105,1674.692569
635,318,1675.643037
252,105,1675.966012
248,113,1676.315883
1338,655,1678.346078
252,109,1678.684403
621,362,1679.753574
1336,572,1681.582863
616,328,1682.63521
