#{"t_start": 1555826226.8179843, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
67,8055,46.061365
157,390,48.162916
69,8055,92.054687
-198,8055,135.811955
-195,7997,178.945941
-155,8055,222.617604
-439,7997,266.075727
-370,7997,309.155305
-432,7997,352.689668
-389,7997,396.137713
-405,7997,439.237277
-283,7997,482.754683
-336,7997,526.295245
-389,7997,569.404587
-193,3806,590.457535
-401,7997,633.475672
-120,3401,651.779845
-386,7997,695.50638
-289,7997,739.151801
-283,7997,782.272741
-101,8055,826.313209
-395,7997,870.116776
-149,7997,913.233459
-25,7997,956.970436
-250,7997,1000.792132
-71,1752,1010.228682
-190,3930,1031.403388
-149,7997,1075.390185
42,8055,1119.661042
-6,819,1124.101154
121,7997,1167.261285
88,7997,1211.304753
17,717,1215.180752
-19,1407,1222.793051
254,8056,1267.31952
-98,8055,1311.748569
-213,8055,1355.284258
174,364,1357.263031
-139,8055,1401.615438
-58,2564,1415.466714
-294,7997,1459.566375
-435,7997,1502.665853
-452,7997,1546.740521
-333,7997,1590.804243
-392,7997,1633.852634
-193,8055,1678.260375
-248,5962,1711.471529
7,3950,1732.738814
-154,3016,1749.656898
-284,6494,1789.176779
-76,2811,1805.843845
-424,7997,1854.202404
-226,7997,1901.534063
-426,7997,1949.885488
-349,7997,1998.266164
-352,7997,2045.551352
-338,7997,2093.938811
-243,7997,2142.371799
-277,7997,2189.72576
-224,7997,2238.191921
-37,1686,2248.166816
134,781,2252.792145
-200,7997,2301.29421
-98,1860,2312.287009
-64,7997,2360.823559
-248,7997,2408.113782
-401,7997,2456.610753
-323,7997,2505.103226
-262,5678,2538.627267
-454,7997,2587.164358
-454,7997,2634.261918
-338,7018,2677.011288
-353,7997,2725.693705
-85,2737,2741.852248
-223,7997,2790.619697
-292,7997,2837.938397
-85,8055,2887.03371
-183,8055,2936.21641
-89,2107,2948.704186
99,8055,2998.009504
-260,7997,3045.212253
-171,8055,3094.438112
382,7997,3143.69461
-152,8055,3191.312723
-146,8055,3240.650183
-330,7997,3289.552992
-185,8055,3337.186224
-94,3234,3356.314522
62,502,3359.286443
13,2665,3376.752124
-155,3240,3395.941105
-213,7997,3445.017709
111,633,3448.776465
47,1337,3456.685472
-7,1088,3463.118912
-345,7997,3512.224612
-285,7997,3559.400823
-22,1525,3568.41214
-306,7997,3617.490137
-341,7997,3666.545593
-249,7997,3713.785751
-186,8055,3763.242763
0,2089,3775.612176
-214,4915,3806.569565
-203,7997,3853.863544
-74,2161,3866.627519
7,1991,3880.312132
-81,2029,3892.308084
-228,7997,3939.600014
-256,7997,3988.859896
-192,8055,4038.455871
-38,7997,4085.735688
-278,7997,4135.00431
-342,7997,4184.355676
-367,7997,4231.549136
-436,7997,4280.803761
-437,7997,4330.017418
-455,7997,4377.169337
-447,7997,4426.429639
-413,7997,4475.764604
-454,7997,4522.943828
-62,1192,4532.212984
-425,7997,4579.381804
-443,7997,4628.782039
-399,7997,4678.256399
-407,7997,4725.423116
-455,7997,4774.922744
-438,7997,4824.401428
-453,7997,4871.571525
-433,7997,4921.067364
-420,7997,4970.659645
-440,7997,5017.796726
-452,7997,5067.435509
-212,4350,5093.14428
-350,7997,5142.816082
-145,3666,5164.411029
-333,7997,5214.085031
30,908,5219.454995
-335,7997,5269.24147
-67,1265,5276.697342
-446,7997,5323.898963
-123,4352,5352.174748
-385,7997,5399.320699
-141,2779,5418.356253
-296,7997,5465.552937
-188,7997,5515.435557
-274,5379,5547.205996
-216,4681,5577.540379
6,863,5582.663749
-160,4063,5606.624283
-440,7997,5656.518744
-426,7997,5706.402866
-48,2611,5721.808355
-403,7997,5769.039371
-421,7997,5819.006172
-378,7997,5869.049501
-455,7997,5916.197429
-264,7997,5966.293459
-455,7997,6016.374296
-224,7997,6063.503414
-94,2183,6079.323225
-417,7997,6126.476304
-430,7997,6176.571633
-420,7997,6226.679776
-455,7997,6273.799103
-445,7997,6323.995704
-419,7997,6374.176999
-425,7997,6421.301332
-455,7997,6471.526426
-423,7997,6521.809619
-28,641,6525.5873
