#{"t_start": 1555826226.805688, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
71,8055,46.080521
158,8055,89.965518
-193,8055,133.721676
-32,1961,144.310536
-340,7997,187.410903
-411,7997,230.805185
-446,7997,274.230479
-325,7176,312.913045
-122,2538,326.582401
-38,1411,334.624349
-372,7997,377.674689
-362,7997,421.173008
-419,7997,464.690191
-211,4723,490.134999
-415,7997,533.710655
-251,5379,562.712714
-248,7997,606.323393
-251,7997,649.353254
-339,7997,693.061654
-410,7997,736.718564
-303,6492,771.725805
-407,7997,815.426053
36,1600,824.083926
-319,7997,867.857426
-133,7997,910.993213
-180,8055,955.028745
-258,7997,998.866402
-368,7997,1041.953772
14,8055,1086.261847
-58,8055,1130.549467
208,7997,1173.737423
72,7997,1217.75913
-175,8055,1262.2456
151,785,1266.516824
-114,2316,1279.032077
44,7997,1323.162053
-31,2994,1339.334636
-75,7997,1383.383165
-394,7997,1426.532118
-361,7997,1470.598208
-377,7637,1512.709985
-322,6875,1549.777268
-305,7997,1593.854894
-455,7997,1637.906108
-429,7997,1680.975166
-213,4582,1706.77582
-331,7473,1747.464071
-439,7997,1795.879915
-299,7997,1844.261304
-48,1716,1854.393181
30,2410,1868.668344
-176,8055,1917.391307
-212,5226,1948.320926
-374,7465,1993.540967
-75,7997,2040.842825
-206,4699,2069.752833
-245,7997,2117.030236
89,7997,2165.509768
-197,8055,2214.375432
82,1339,2222.320275
201,617,2225.993
-5,1961,2237.566452
-162,5022,2267.266101
-286,7997,2315.740193
-217,7997,2364.293923
45,1748,2374.623033
-437,7997,2423.189282
-436,7997,2470.395732
-326,7997,2518.891917
-418,7997,2567.414569
-447,7997,2614.567772
-377,7997,2663.043096
-246,7997,2711.683962
-205,8055,2759.272835
-151,8055,2808.402499
-104,8055,2857.526427
-223,7997,2904.860047
-133,8055,2954.002264
-39,1287,2961.617005
-46,1018,2967.657043
-221,7997,3016.5346
-265,7997,3063.848945
244,7997,3112.779915
66,7997,3161.920062
48,7997,3209.208622
-216,7997,3258.155392
92,2450,3272.647261
-226,7997,3321.61471
-205,7997,3370.580111
-232,7997,3417.902308
-186,7997,3466.944171
-54,2574,3482.16494
-281,7997,3531.190606
-433,7997,3580.213797
-183,7997,3627.427819
-22,966,3633.150433
-242,7997,3682.188659
-128,2827,3698.924658
-421,7997,3748.069543
-8,4496,3774.641959
-292,7294,3819.639488
-373,7997,3866.911118
-160,3401,3888.904131
-258,7997,3936.210705
-338,7997,3985.450387
-83,1688,3995.442936
-174,8055,4045.026332
-179,7997,4094.345635
-108,8055,4141.934618
-259,7997,4191.263997
-273,7997,4240.557312
-455,7997,4287.686257
-441,7997,4336.926389
-126,2440,4351.303673
-397,7997,4400.625999
-439,7997,4447.723751
-439,7997,4497.041777
-435,7997,4546.471867
-400,7997,4593.656506
-433,7997,4643.055873
-445,7997,4692.513925
-425,7997,4739.677782
-317,6532,4780.565199
-326,7997,4830.020344
-455,7997,4877.209686
-453,7997,4926.707614
-380,7997,4976.291569
-424,7997,5023.446281
-294,7997,5073.093572
-454,7997,5122.781832
-442,7997,5169.927129
-349,7997,5219.617922
-187,3806,5242.107457
-297,6167,5281.098891
-424,7997,5328.27076
-38,984,5336.64657
-409,7997,5383.795589
-354,7997,5433.599953
-184,7997,5483.430321
-238,7997,5530.657253
-309,7997,5580.576297
-236,5357,5612.17469
-383,7997,5662.055921
-76,3471,5682.542089
-272,5762,5719.235629
-139,4239,5744.282051
-271,6213,5783.714489
-256,5305,5815.056828
-227,7997,5865.14171
-422,7997,5912.312129
-409,7997,5962.358114
-372,7997,6012.455724
-129,3810,6034.926151
-335,7997,6084.989668
-423,7997,6132.163451
-394,7997,6182.251974
-301,7997,6232.353501
-455,7997,6279.478003
-451,7997,6329.667498
-455,7997,6379.845699
-306,6560,6418.507347
-455,7997,6468.747247
-412,7997,6519.037272
-410,7997,6566.182248
-389,7997,6616.519183
-400,7997,6666.859116
-415,7997,6714.085483
-165,4171,6742.192641
-12,1156,6749.038981
-221,7997,6796.254946
-205,7997,6846.707788
-415,7997,6897.161861
-212,4564,6924.112768
-384,7997,6974.624177
-455,7997,7021.774742
-431,7997,7072.210028
-425,7997,7122.678269
-455,7997,7169.814338
