#{"t_start": 1555826226.7634482, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
247,8056,46.126017
194,697,49.882632
172,7997,93.479422
-231,5270,121.921153
-365,7997,165.376724
-449,7997,208.764781
-395,7997,251.784137
-392,7997,295.253238
-89,5896,327.048793
-185,4570,352.10236
-428,7997,395.547924
-383,7997,438.630753
-408,7997,482.160042
-167,7997,525.711034
-381,7997,568.814549
-399,7997,612.414634
-335,7997,656.043239
-365,7997,699.124504
-343,7997,742.796279
-236,5860,774.412922
-123,2934,790.826824
-262,7997,833.980172
-216,6043,867.206908
-211,7997,910.360227
-205,7997,954.076859
-374,7997,997.901084
-455,7997,1040.997094
-171,7997,1084.991398
116,7997,1128.954035
2,715,1132.808834
-96,8055,1177.114112
55,8055,1220.667902
92,2223,1232.735465
367,8110,1277.502585
-205,8055,1321.951763
-106,8055,1365.460499
-118,2548,1380.133116
-218,7997,1423.265167
-47,972,1428.513057
-442,7997,1472.571131
-438,7997,1516.639365
-450,7997,1559.729037
-440,7997,1603.785877
-441,7997,1647.867814
-347,7997,1690.965607
-293,6013,1724.44674
-215,5164,1753.239416
-440,7997,1801.640119
-329,7997,1849.983333
-6,8055,1897.668906
-113,8055,1946.386611
-398,7997,1994.773236
-329,7997,2042.061816
-251,7997,2090.455487
-266,7997,2138.879565
29,8055,2186.570185
-248,7997,2235.065202
65,1038,2241.199134
-28,1606,2250.690645
-30,2093,2263.084624
-284,7997,2311.569129
19,1170,2318.490111
-108,4544,2345.357767
-90,8055,2394.268833
-367,7997,2442.77284
-443,7997,2489.969045
-375,7997,2538.476487
-444,7997,2586.999156
-428,7997,2634.123928
-430,7997,2682.650716
-164,7997,2731.30238
-80,3377,2751.247622
-134,8055,2800.347099
42,7997,2847.638373
-68,7997,2896.438867
-7,8055,2945.601698
-215,8055,2993.272723
-169,8055,3042.455489
54,8055,3091.680645
191,7997,3139.222693
-226,7997,3188.22854
-74,2372,3202.249314
126,7997,3251.227422
-231,7997,3300.150634
81,2554,3315.267288
-193,7997,3364.219501
-187,8055,3411.896584
-126,2470,3426.517816
-197,7997,3475.551209
-98,2257,3488.915074
-434,7997,3537.963718
-215,7997,3586.963534
-173,8055,3634.568757
-255,7997,3683.616146
-187,3854,3706.405599
-188,7997,3755.548751
-286,7997,3804.708516
-35,1471,3813.398681
-360,7997,3860.665758
-293,7997,3909.833205
-282,7997,3959.098501
-198,8055,4006.714918
-161,8055,4056.312572
33,7997,4105.621386
-259,7997,4152.881282
-362,7997,4202.185637
-110,3202,4221.087443
-286,6741,4262.944277
-438,7997,4312.192945
-433,7997,4359.293427
-454,7997,4408.616696
-360,7997,4457.910743
-417,7997,4505.048931
-423,7997,4554.490151
-381,7810,4602.777417
-391,7997,4649.983002
-411,7997,4699.407539
-417,7997,4748.935038
-452,7997,4796.096313
-429,7997,4845.57115
-447,7997,4895.123593
-443,7997,4942.258312
-449,7997,4991.810122
-431,7997,5041.432019
-132,3004,5059.165262
-79,3080,5077.381584
-159,4286,5102.703394
24,3349,5124.966869
-430,7997,5172.138289
-188,3714,5196.544251
-78,2450,5211.017557
-305,7997,5260.804403
-356,7997,5308.014282
-310,7997,5357.739645
63,1754,5368.081594
-455,7997,5417.901266
-252,5768,5451.9539
-380,7997,5501.778952
-44,5425,5533.835082
-120,3734,5558.613633
-90,6380,5596.27884
-403,7997,5646.193463
-330,7997,5693.342323
-290,7292,5739.073907
-428,7997,5789.048538
-300,7997,5836.274073
-330,7997,5886.294531
-411,7997,5936.346378
-384,7997,5983.533288
-451,7997,6033.628374
-455,7997,6083.686814
-391,7997,6130.845978
-430,7997,6180.943594
-407,7997,6231.040344
-391,7997,6278.162971
-432,7997,6328.369983
-73,2097,6340.718931
-432,7997,6390.899431
-345,7997,6441.116922
-80,3128,6459.569557
-277,7997,6509.991389
-265,7997,6557.006243
-407,7997,6607.367923
-384,7997,6654.504341
-137,2721,6673.760631
-390,7997,6721.007439
-402,7997,6771.685159
-352,7997,6822.120328
-258,7997,6869.357001
-257,7997,6919.794271
-138,3700,6941.653169
