#{"t_start": 1555703881.1098723, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
86,524,4.683955
135,566,7.345317
923,3188,22.053416
144,466,24.171953
364,8110,60.789948
793,5178,85.09747
502,1766,93.388429
185,641,96.47786
831,6614,128.160349
545,1479,134.942246
394,8110,173.778942
601,4715,198.177027
823,5099,223.550316
-2,641,226.400317
205,266,227.589255
567,3965,246.616298
555,1331,253.234019
432,7986,292.232705
230,7997,330.908075
421,7997,370.845952
165,464,373.025004
158,639,376.481174
874,3665,394.681642
709,6875,428.042616
440,7997,466.731616
615,4045,487.148691
153,603,490.017984
115,434,492.010615
205,260,493.26743
169,428,495.849689
372,7997,534.479209
659,7978,573.159982
212,328,574.707553
530,5551,601.520394
787,5494,627.285707
627,3457,643.708006
388,8110,684.265347
157,454,686.324155
148,304,687.700097
173,334,689.257607
143,416,691.138412
823,5122,718.948626
147,817,722.981048
1058,6130,752.677429
98,490,754.992464
159,354,756.862806
584,4043,777.980814
204,350,779.605551
42,665,783.054612
370,7997,827.356313
474,2450,841.99924
154,332,843.901182
133,607,847.32971
260,7997,892.087744
81,458,895.480624
685,2023,907.390221
697,2871,923.478082
153,330,925.030374
647,2709,939.013443
727,6955,973.039906
253,7997,1011.441426
43,639,1014.475515
416,8028,1056.537296
568,775,1060.710106
675,2582,1073.813673
41,903,1079.175148
735,6698,1112.092428
224,193,1112.999173
109,681,1116.783791
443,8110,1159.491864
172,384,1161.364488
520,2135,1174.357151
694,1922,1184.245027
32,564,1187.383714
462,8110,1234.045189
93,821,1237.799776
434,8055,1282.162905
494,5732,1311.235714
167,384,1313.12726
441,8110,1355.270004
158,334,1356.845498
94,617,1359.929562
567,4606,1384.120606
156,310,1385.602355
479,5844,1416.6075
575,4298,1439.158816
10,749,1442.636224
187,298,1445.490335
785,6121,1478.259694
170,470,1480.464365
235,199,1481.457008
656,3417,1498.98779
214,246,1500.202384
145,773,1504.242087
156,416,1506.291536
