#{"t_start": 1555703881.132745, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
568,1218,7.997148
496,5006,30.823371
154,601,33.503433
204,276,34.711679
147,581,37.260239
770,5926,64.212324
569,1692,71.811207
83,625,74.625216
223,434,76.657118
52,482,79.048413
159,436,81.303962
157,569,83.966573
123,651,87.287749
926,2512,99.237463
90,621,102.08593
672,3383,118.295133
193,242,119.534565
266,7997,158.04818
171,430,160.084416
649,2241,170.257965
577,4508,193.036898
841,4762,217.808366
-8,1068,222.672158
72,522,225.069831
160,448,227.070428
254,7997,265.541378
178,402,267.389425
1145,4096,287.454925
123,651,291.059153
175,548,293.647211
233,280,294.962606
548,2123,305.604631
401,8055,344.968337
121,460,347.102228
890,8110,387.474382
94,502,389.821747
624,2191,400.745621
196,256,401.956153
362,7796,439.969858
201,254,441.128486
831,4752,463.624079
191,7997,504.222161
531,3768,522.140359
171,661,525.680932
754,7970,564.025277
830,5506,590.59354
730,6953,623.062809
508,2276,634.174553
559,1473,641.384815
562,5160,665.831767
101,821,670.520032
120,496,672.898417
311,8056,714.251093
588,1473,722.558151
111,877,726.797883
134,478,729.124247
780,7997,768.574696
52,625,771.84355
530,3944,793.363679
253,8056,837.951169
259,7997,885.011636
126,416,886.908738
449,8110,931.914778
689,2604,945.522179
160,661,948.591821
514,5501,974.861399
824,4947,998.810767
835,4465,1021.128925
427,6364,1054.171229
60,675,1057.519415
562,1620,1066.608233
523,1862,1075.384722
547,3744,1094.722363
861,4146,1115.20111
612,3549,1133.235548
878,3712,1153.133389
171,356,1155.826375
406,4225,1178.763584
208,205,1179.933298
129,811,1184.47489
412,8110,1231.637748
155,478,1233.862134
214,320,1235.327945
187,1273,1242.848207
706,7056,1280.937323
494,6167,1312.06958
145,799,1315.859228
146,440,1318.989079
196,416,1320.902597
1150,4141,1341.827693
464,4177,1363.224694
518,3975,1384.519496
470,2721,1399.667434
217,207,1400.613385
163,518,1402.994697
258,8056,1446.037213
700,2031,1456.615494
170,336,1458.165354
531,1920,1468.941151
595,4470,1492.600291
29,727,1495.971867
562,3445,1514.433583
